"Year","Constituency","NA_Code","Province","District","Division","Party","Candidate_Name_Raw","Regions_11","Regions_12","Regions_5","Registered_Voters","Rejected_Votes","Six_Parties","Turnout_N","Zones_20","Votes","Has_Candidate_Name","Party_Original","Candidate_Original","Candidate_Name","Candidate_ID"
2008,"NA-10 - Mardan","NA-10","KPK","Mardan","Mardan","PML-N","Muhammad Shoaib Khan","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",3782,TRUE,"PML-N","Muhammad Shoaib Khan","Muhammad Shoaib Khan","Muhammad_Shoaib_Khan"
2008,"NA-10 - Mardan","NA-10","KPK","Mardan","Mardan","PPP","Nawabzada Abdul Qadir Khan","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"PPP (s)/PDA",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",23138,TRUE,"PPP","Nawabzada Abdul Qadir Khan","Nawabzada Abdul Qadir Khan","Nawabzada_Abdul_Qadir_Khan"
2008,"NA-100 - Gujranwala","NA-100","Punjab","Gujranwala","Gujranwala","MMA","Hafiz Muhammad Idrees","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Religious Parties",NA,"Zone-4 (Central -1) Gujranwala Division",205,TRUE,"Muttahidda Majlis-e-Amal Pakistan","Hafiz Muhammad Idrees","Hafiz Muhammad Idrees","Hafiz_Muhammad_Idrees"
2008,"NA-100 - Gujranwala","NA-100","Punjab","Gujranwala","Gujranwala","Pakistan Muslim League","Ch. Bilal Ijaz","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-4 (Central -1) Gujranwala Division",53285,TRUE,"Pakistan Muslim League","Ch. Bilal Ijaz","Ch. Bilal Ijaz","Ch__Bilal_Ijaz"
2008,"NA-100 - Gujranwala","NA-100","Punjab","Gujranwala","Gujranwala","PML-N","Ch. Ashfaq Ahmed Mattu","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-4 (Central -1) Gujranwala Division",6315,TRUE,"PML-N","Ch. Ashfaq Ahmed Mattu","Ch. Ashfaq Ahmed Mattu","Ch__Ashfaq_Ahmed_Mattu"
2008,"NA-100 - Gujranwala","NA-100","Punjab","Gujranwala","Gujranwala","PPP","Tariq Yaqoob Fateh Muhammad","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PPP (s)/PDA",NA,"Zone-4 (Central -1) Gujranwala Division",32511,TRUE,"PPP","Tariq Yaqoob Fateh Muhammad","Tariq Yaqoob Fateh Muhammad","Tariq_Yaqoob_Fateh_Muhammad"
2008,"NA-101 - Gujranwala","NA-101","Punjab","Gujranwala","Gujranwala","Pakistan Muslim League","Hamid Nasir Chatha","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-4 (Central -1) Gujranwala Division",48813,TRUE,"Pakistan Muslim League","Hamid Nasir Chatha","Hamid Nasir Chatha","Hamid_Nasir_Chatha"
2008,"NA-101 - Gujranwala","NA-101","Punjab","Gujranwala","Gujranwala","PML-N","Justice(R) Iftikhar Ahmad Cheema","Punjab North and Punjab Central","Punjab Central","All other Territories",377640,4892,"PML (s)/IJI/PNA",43.93125728,"Zone-4 (Central -1) Gujranwala Division",71792,TRUE,"PML-N","Justice(R) Iftikhar Ahmad Cheema","Justice(r) Iftikhar Ahmad Cheema","Justice_r__Iftikhar_Ahmad_Cheema"
2008,"NA-101 - Gujranwala","NA-101","Punjab","Gujranwala","Gujranwala","PPP","Asma Shahnawaz Cheema","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PPP (s)/PDA",NA,"Zone-4 (Central -1) Gujranwala Division",37554,TRUE,"PPP","Asma Shahnawaz Cheema","Asma Shahnawaz Cheema","Asma_Shahnawaz_Cheema"
2008,"NA-102 - Hafizabad","NA-102","Punjab","Hafizabad","Gujranwala","Pakistan Muslim League","Ch Shoukat Ali Bhatti","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-4 (Central -1) Gujranwala Division",42808,TRUE,"Pakistan Muslim League","Ch Shoukat Ali Bhatti","Ch Shoukat Ali Bhatti","Ch_Shoukat_Ali_Bhatti"
2008,"NA-102 - Hafizabad","NA-102","Punjab","Hafizabad","Gujranwala","PML-N","Saira Afzal Tarar","Punjab North and Punjab Central","Punjab Central","All other Territories",204649,4556,"PML (s)/IJI/PNA",61.19941949,"Zone-4 (Central -1) Gujranwala Division",56313,TRUE,"PML-N","Saira Afzal Tarar","Saira Afzal Tarar","Saira_Afzal_Tarar"
2008,"NA-102 - Hafizabad","NA-102","Punjab","Hafizabad","Gujranwala","PPP","Malik Shoukat Hayyat Awan","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PPP (s)/PDA",NA,"Zone-4 (Central -1) Gujranwala Division",21567,TRUE,"PPP","Malik Shoukat Hayyat Awan","Malik Shoukat Hayyat Awan","Malik_Shoukat_Hayyat_Awan"
2008,"NA-103 - Hafizabad","NA-103","Punjab","Hafizabad","Gujranwala","Pakistan Muslim League","Ch Liaqat Abbas Bhatti","Punjab North and Punjab Central","Punjab Central","All other Territories",198007,4100,"PML (s)/IJI/PNA",63.37301207,"Zone-4 (Central -1) Gujranwala Division",56791,TRUE,"Pakistan Muslim League","Ch Liaqat Abbas Bhatti","Ch Liaqat Abbas Bhatti","Ch_Liaqat_Abbas_Bhatti"
2008,"NA-103 - Hafizabad","NA-103","Punjab","Hafizabad","Gujranwala","PML-N","Mian Shahid Hussain Khan","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-4 (Central -1) Gujranwala Division",54411,TRUE,"PML-N","Mian Shahid Hussain Khan","Mian Shahid Hussain Khan","Mian_Shahid_Hussain_Khan"
2008,"NA-103 - Hafizabad","NA-103","Punjab","Hafizabad","Gujranwala","PPP","Mushtaq Ahmad Mohal, Advocate High Court.","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PPP (s)/PDA",NA,"Zone-4 (Central -1) Gujranwala Division",10181,TRUE,"PPP","Mushtaq Ahmad Mohal, Advocate High Court.","Mushtaq Ahmad Mohal, Advocate High Court.","Mushtaq_Ahmad_Mohal__Advocate_High_Court_"
2008,"NA-104 - Gujrat","NA-104","Punjab","Gujrat","Gujranwala","Pakistan Muslim League","Chaudhary Wajahat Hussain","Punjab North and Punjab Central","Punjab Central","All other Territories",311343,3586,"PML (s)/IJI/PNA",55.86571723,"Zone-4 (Central -1) Gujranwala Division",96379,TRUE,"Pakistan Muslim League","Chaudhary Wajahat Hussain","Chaudhary Wajahat Hussain","Chaudhary_Wajahat_Hussain"
2008,"NA-104 - Gujrat","NA-104","Punjab","Gujrat","Gujranwala","PML-N","Syed Faisal Abbas","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-4 (Central -1) Gujranwala Division",8927,TRUE,"PML-N","Syed Faisal Abbas","Syed Faisal Abbas","Syed_Faisal_Abbas"
2008,"NA-104 - Gujrat","NA-104","Punjab","Gujrat","Gujranwala","PPP","Nawabzada Ghazanfar Ali Gul","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PPP (s)/PDA",NA,"Zone-4 (Central -1) Gujranwala Division",63374,TRUE,"PPP","Nawabzada Ghazanfar Ali Gul","Nawabzada Ghazanfar Ali Gul","Nawabzada_Ghazanfar_Ali_Gul"
2008,"NA-105 - Gujrat","NA-105","Punjab","Gujrat","Gujranwala","Pakistan Muslim League","Ch. Shujaat Hussain","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-4 (Central -1) Gujranwala Division",65738,TRUE,"Pakistan Muslim League","Ch. Shujaat Hussain","Ch. Shujaat Hussain","Ch__Shujaat_Hussain"
2008,"NA-105 - Gujrat","NA-105","Punjab","Gujrat","Gujranwala","PPP","Ch. Ahmed Mukhtar","Punjab North and Punjab Central","Punjab Central","All other Territories",332332,3638,"PPP (s)/PDA",45.08052189,"Zone-4 (Central -1) Gujranwala Division",79735,TRUE,"PPP","Ch. Ahmed Mukhtar","Ch. Ahmed Mukhtar","Ch__Ahmed_Mukhtar"
2008,"NA-106 - Gujrat","NA-106","Punjab","Gujrat","Gujranwala","Pakistan Muslim League","Syed Noor-Ul-Hassan Shah","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-4 (Central -1) Gujranwala Division",71016,TRUE,"Pakistan Muslim League","Syed Noor-Ul-Hassan Shah","Syed Noor-Ul-Hassan Shah","Syed_Noor-Ul-Hassan_Shah"
2008,"NA-106 - Gujrat","NA-106","Punjab","Gujrat","Gujranwala","PML-N","Col(R) Mian Muhammad Akram Advocate","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-4 (Central -1) Gujranwala Division",10506,TRUE,"PML-N","Col(R) Mian Muhammad Akram Advocate","Col(r) Mian Muhammad Akram Advocate","Col_r__Mian_Muhammad_Akram_Advocate"
2008,"NA-106 - Gujrat","NA-106","Punjab","Gujrat","Gujranwala","PPP","Qamar Zaman Kaira","Punjab North and Punjab Central","Punjab Central","All other Territories",322310,6456,"PPP (s)/PDA",55.50091527,"Zone-4 (Central -1) Gujranwala Division",89555,TRUE,"PPP","Qamar Zaman Kaira","Qamar Zaman Kaira","Qamar_Zaman_Kaira"
2008,"NA-107 - Gujrat","NA-107","Punjab","Gujrat","Gujranwala","Pakistan Muslim League","Rehman Naseer Ch.","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-4 (Central -1) Gujranwala Division",69101,TRUE,"Pakistan Muslim League","Rehman Naseer Ch.","Rehman Naseer Ch.","Rehman_Naseer_Ch_"
2008,"NA-107 - Gujrat","NA-107","Punjab","Gujrat","Gujranwala","PML-N","Muhammad Jamil Malik","Punjab North and Punjab Central","Punjab Central","All other Territories",321304,6175,"PML (s)/IJI/PNA",52.82442796,"Zone-4 (Central -1) Gujranwala Division",75205,TRUE,"PML-N","Muhammad Jamil Malik","Muhammad Jamil Malik","Muhammad_Jamil_Malik"
2008,"NA-107 - Gujrat","NA-107","Punjab","Gujrat","Gujranwala","PPP","Raja Masood Ahmad","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PPP (s)/PDA",NA,"Zone-4 (Central -1) Gujranwala Division",14948,TRUE,"PPP","Raja Masood Ahmad","Raja Masood Ahmad","Raja_Masood_Ahmad"
2008,"NA-108 - Mandi Bahauddin","NA-108","Punjab","Mandi Bahauddin","Gujranwala","MJUP-FK","Syed Muhammad Mafooz Mushadi","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Religious Parties",NA,"Zone-4 (Central -1) Gujranwala Division",197,TRUE,"Markazi Jamiat Ulema-e-Pakistan (FK)","Syed Muhammad Mafooz Mushadi","Syed Muhammad Mafooz Mushadi","Syed_Muhammad_Mafooz_Mushadi"
2008,"NA-108 - Mandi Bahauddin","NA-108","Punjab","Mandi Bahauddin","Gujranwala","Pakistan Muslim League","Zafarullah Tarar","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-4 (Central -1) Gujranwala Division",39789,TRUE,"Pakistan Muslim League","Zafarullah Tarar","Zafarullah Tarar","Zafarullah_Tarar"
2008,"NA-108 - Mandi Bahauddin","NA-108","Punjab","Mandi Bahauddin","Gujranwala","PML-N","Ijaz Ahmed Chaudhary","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-4 (Central -1) Gujranwala Division",67769,TRUE,"PML-N","Ijaz Ahmed Chaudhary","Ijaz Ahmed Chaudhary","Ijaz_Ahmed_Chaudhary"
2008,"NA-108 - Mandi Bahauddin","NA-108","Punjab","Mandi Bahauddin","Gujranwala","PPP","Muhammad Tariq Tarar","Punjab North and Punjab Central","Punjab Central","All other Territories",338597,5054,"PPP (s)/PDA",55.4384711,"Zone-4 (Central -1) Gujranwala Division",73951,TRUE,"PPP","Muhammad Tariq Tarar","Muhammad Tariq Tarar","Muhammad_Tariq_Tarar"
2008,"NA-109 - Mandi Bahauddin","NA-109","Punjab","Mandi Bahauddin","Gujranwala","Pakistan Muslim League","Nasir Iqbal Busal","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-4 (Central -1) Gujranwala Division",67489,TRUE,"Pakistan Muslim League","Nasir Iqbal Busal","Nasir Iqbal Busal","Nasir_Iqbal_Busal"
2008,"NA-109 - Mandi Bahauddin","NA-109","Punjab","Mandi Bahauddin","Gujranwala","PML-N","Imtiaz Ahmad Gondal","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-4 (Central -1) Gujranwala Division",21239,TRUE,"PML-N","Imtiaz Ahmad Gondal","Imtiaz Ahmad Gondal","Imtiaz_Ahmad_Gondal"
2008,"NA-109 - Mandi Bahauddin","NA-109","Punjab","Mandi Bahauddin","Gujranwala","PPP","Nazar Muhammad Gondal","Punjab North and Punjab Central","Punjab Central","All other Territories",309950,4725,"PPP (s)/PDA",54.76302629,"Zone-4 (Central -1) Gujranwala Division",74163,TRUE,"PPP","Nazar Muhammad Gondal","Nazar Muhammad Gondal","Nazar_Muhammad_Gondal"
2008,"NA-11 - Mardan","NA-11","KPK","Mardan","Mardan","ANP","Haji Naseem-Ur-Rehman","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"Province Parties",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",26546,TRUE,"ANP","Haji Naseem-Ur-Rehman","Haji Naseem-Ur-Rehman","Haji_Naseem-Ur-Rehman"
2008,"NA-11 - Mardan","NA-11","KPK","Mardan","Mardan","MQM","Engineer Afridi","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"Province Parties",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",437,TRUE,"MQM","Engineer Afridi","Engineer Afridi","Engineer_Afridi"
2008,"NA-11 - Mardan","NA-11","KPK","Mardan","Mardan","PML-N","Abdul Subhan","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",2842,TRUE,"PML-N","Abdul Subhan","Abdul Subhan","Abdul_Subhan"
2008,"NA-11 - Mardan","NA-11","KPK","Mardan","Mardan","PPP","Abdul Akbar Khan","Peshawar Valley","Peshawar Valley","KPK",256479,3283,"PPP (s)/PDA",32.51416295,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",49060,TRUE,"PPP","Abdul Akbar Khan","Abdul Akbar Khan","Abdul_Akbar_Khan"
2008,"NA-110 - Sialkot","NA-110","Punjab","Sialkot","Gujranwala","MQM","Prof.Muhammad Sagheer Choudhary.","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Province Parties",NA,"Zone-4 (Central -1) Gujranwala Division",163,TRUE,"MQM","Prof.Muhammad Sagheer Choudhary.","Prof.muhammad Sagheer Choudhary.","Prof_muhammad_Sagheer_Choudhary_"
2008,"NA-110 - Sialkot","NA-110","Punjab","Sialkot","Gujranwala","Pakistan Muslim League","Mian Muhammad Riaz.","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-4 (Central -1) Gujranwala Division",9498,TRUE,"Pakistan Muslim League","Mian Muhammad Riaz.","Mian Muhammad Riaz.","Mian_Muhammad_Riaz_"
2008,"NA-110 - Sialkot","NA-110","Punjab","Sialkot","Gujranwala","PML-N","Khawaja Muhammad Asif.","Punjab North and Punjab Central","Punjab Central","All other Territories",275969,3295,"PML (s)/IJI/PNA",42.80190891,"Zone-4 (Central -1) Gujranwala Division",73007,TRUE,"PML-N","Khawaja Muhammad Asif.","Khawaja Muhammad Asif.","Khawaja_Muhammad_Asif_"
2008,"NA-110 - Sialkot","NA-110","Punjab","Sialkot","Gujranwala","PPP","Zahid Pervaiz Alias Zahid Bashir.","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PPP (s)/PDA",NA,"Zone-4 (Central -1) Gujranwala Division",32157,TRUE,"PPP","Zahid Pervaiz Alias Zahid Bashir.","Zahid Pervaiz Alias Zahid Bashir.","Zahid_Pervaiz_Alias_Zahid_Bashir_"
2008,"NA-111 - Sialkot","NA-111","Punjab","Sialkot","Gujranwala","Pakistan Muslim League","Ch.Amir Hussain.","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-4 (Central -1) Gujranwala Division",46372,TRUE,"Pakistan Muslim League","Ch.Amir Hussain.","Ch.amir Hussain.","Ch_amir_Hussain_"
2008,"NA-111 - Sialkot","NA-111","Punjab","Sialkot","Gujranwala","PML-N","Adrees Bajwa.","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-4 (Central -1) Gujranwala Division",38193,TRUE,"PML-N","Adrees Bajwa.","Adrees Bajwa.","Adrees_Bajwa_"
2008,"NA-111 - Sialkot","NA-111","Punjab","Sialkot","Gujranwala","PPP","Dr. Fardos Ashiq Awan.","Punjab North and Punjab Central","Punjab Central","All other Territories",307465,7536,"PPP (s)/PDA",55.71983803,"Zone-4 (Central -1) Gujranwala Division",78925,TRUE,"PPP","Dr. Fardos Ashiq Awan.","Dr. Fardos Ashiq Awan.","Dr__Fardos_Ashiq_Awan_"
2008,"NA-112 - Sialkot","NA-112","Punjab","Sialkot","Gujranwala","Pakistan Muslim League","Ch.Shujat Hussain","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-4 (Central -1) Gujranwala Division",42713,TRUE,"Pakistan Muslim League","Ch.Shujat Hussain","Ch.shujat Hussain","Ch_shujat_Hussain"
2008,"NA-112 - Sialkot","NA-112","Punjab","Sialkot","Gujranwala","PML-N","Rana Abdul Sattar Bin Rana Shamim Ahmed Khan","Punjab North and Punjab Central","Punjab Central","All other Territories",302932,4979,"PML (s)/IJI/PNA",56.01058984,"Zone-4 (Central -1) Gujranwala Division",92182,TRUE,"PML-N","Rana Abdul Sattar Bin Rana Shamim Ahmed Khan","Rana Abdul Sattar Bin Rana Shamim Ahmed Khan","Rana_Abdul_Sattar_Bin_Rana_Shamim_Ahmed_Khan"
2008,"NA-112 - Sialkot","NA-112","Punjab","Sialkot","Gujranwala","PPP","Lt.Col.(R) Sultan Sikandar Ghumman.","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PPP (s)/PDA",NA,"Zone-4 (Central -1) Gujranwala Division",29477,TRUE,"PPP","Lt.Col.(R) Sultan Sikandar Ghumman.","Lt.col.(r) Sultan Sikandar Ghumman.","Lt_col__r__Sultan_Sikandar_Ghumman_"
2008,"NA-113 - Sialkot","NA-113","Punjab","Sialkot","Gujranwala","Pakistan Muslim League","Ali Asjad Malhi","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-4 (Central -1) Gujranwala Division",39186,TRUE,"Pakistan Muslim League","Ali Asjad Malhi","Ali Asjad Malhi","Ali_Asjad_Malhi"
2008,"NA-113 - Sialkot","NA-113","Punjab","Sialkot","Gujranwala","PML-N","Sahabzada Syed Murtaza Amin","Punjab North and Punjab Central","Punjab Central","All other Territories",292273,5996,"PML (s)/IJI/PNA",55.22576495,"Zone-4 (Central -1) Gujranwala Division",77819,TRUE,"PML-N","Sahabzada Syed Murtaza Amin","Sahabzada Syed Murtaza Amin","Sahabzada_Syed_Murtaza_Amin"
2008,"NA-113 - Sialkot","NA-113","Punjab","Sialkot","Gujranwala","PPP","Dr.Zaheer-Ul-Hassan Rizvi","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PPP (s)/PDA",NA,"Zone-4 (Central -1) Gujranwala Division",31996,TRUE,"PPP","Dr.Zaheer-Ul-Hassan Rizvi","Dr.zaheer-Ul-Hassan Rizvi","Dr_zaheer-Ul-Hassan_Rizvi"
2008,"NA-114 - Sialkot","NA-114","Punjab","Sialkot","Gujranwala","MMA","Mufti Muhammad Younas","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Religious Parties",NA,"Zone-4 (Central -1) Gujranwala Division",410,TRUE,"Muttahidda Majlis-e-Amal Pakistan","Mufti Muhammad Younas","Mufti Muhammad Younas","Mufti_Muhammad_Younas"
2008,"NA-114 - Sialkot","NA-114","Punjab","Sialkot","Gujranwala","Pakistan Muslim League","Ch: Abdul Sattar","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-4 (Central -1) Gujranwala Division",56343,TRUE,"Pakistan Muslim League","Ch: Abdul Sattar","Ch: Abdul Sattar","Ch__Abdul_Sattar"
2008,"NA-114 - Sialkot","NA-114","Punjab","Sialkot","Gujranwala","PML-N","Zahid Hamid","Punjab North and Punjab Central","Punjab Central","All other Territories",305217,6008,"PML (s)/IJI/PNA",59.34171426,"Zone-4 (Central -1) Gujranwala Division",62362,TRUE,"PML-N","Zahid Hamid","Zahid Hamid","Zahid_Hamid"
2008,"NA-114 - Sialkot","NA-114","Punjab","Sialkot","Gujranwala","PPP","Ghulam Abbas","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PPP (s)/PDA",NA,"Zone-4 (Central -1) Gujranwala Division",55797,TRUE,"PPP","Ghulam Abbas","Ghulam Abbas","Ghulam_Abbas"
2008,"NA-115 - Narowal","NA-115","Punjab","Narowal","Gujranwala","Pakistan Muslim League","Muhammad Naseer Khan","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-4 (Central -1) Gujranwala Division",40205,TRUE,"Pakistan Muslim League","Muhammad Naseer Khan","Muhammad Naseer Khan","Muhammad_Naseer_Khan"
2008,"NA-115 - Narowal","NA-115","Punjab","Narowal","Gujranwala","PML-N","Sumaira Naz","Punjab North and Punjab Central","Punjab Central","All other Territories",202087,3594,"PML (s)/IJI/PNA",56.83195851,"Zone-4 (Central -1) Gujranwala Division",59688,TRUE,"PML-N","Sumaira Naz","Sumaira Naz","Sumaira_Naz"
2008,"NA-115 - Narowal","NA-115","Punjab","Narowal","Gujranwala","PPP","Tariq Ashrif Kahloon","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PPP (s)/PDA",NA,"Zone-4 (Central -1) Gujranwala Division",10960,TRUE,"PPP","Tariq Ashrif Kahloon","Tariq Ashrif Kahloon","Tariq_Ashrif_Kahloon"
