"Year","Constituency","NA_Code","Province","District","Division","Party","Candidate_Name_Raw","Regions_11","Regions_12","Regions_5","Registered_Voters","Rejected_Votes","Six_Parties","Turnout_N","Zones_20","Votes","Has_Candidate_Name","Party_Original","Candidate_Original","Candidate_Name","Candidate_ID"
2013,"NA-36 - Tribal Area","NA-36","KPK","Tribal Area","FATA","IND","Khan Dad","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",4513,TRUE,"IND","Khan Dad","Khan Dad","Khan_Dad_NA-36"
2013,"NA-36 - Tribal Area","NA-36","KPK","Tribal Area","FATA","IND","Nisar Ahmad","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",4635,TRUE,"IND","Nisar Ahmad","Nisar Ahmad","Nisar_Ahmad_NA-36"
2013,"NA-36 - Tribal Area","NA-36","KPK","Tribal Area","FATA","IND","Bilal Rehman","KPK South","KPK South","KPK",179304,66,"Independent Parties",29.60502833,"Zone-new (Fata Tribal Area)",9005,TRUE,"IND","Bilal Rehman","Bilal Rehman","Bilal_Rehman_NA-36"
2013,"NA-36 - Tribal Area","NA-36","KPK","Tribal Area","FATA","JI","Muhammad Saeed Khan","KPK South","KPK South","KPK",NA,NA,"Religious Parties",NA,"Zone-new (Fata Tribal Area)",5652,TRUE,"JI","Muhammad Saeed Khan","Muhammad Saeed Khan","Muhammad_Saeed_Khan_NA-36"
2013,"NA-36 - Tribal Area","NA-36","KPK","Tribal Area","FATA","JUI-F","Ghulam Mohammad Sadiq","KPK South","KPK South","KPK",NA,NA,"Religious Parties",NA,"Zone-new (Fata Tribal Area)",4631,TRUE,"JUI-F","Ghulam Mohammad Sadiq","Ghulam Mohammad Sadiq","Ghulam_Mohammad_Sadiq_NA-36"
2013,"NA-36 - Tribal Area","NA-36","KPK","Tribal Area","FATA","MQM","Hameed Hussain","KPK South","KPK South","KPK",NA,NA,"Province Parties",NA,"Zone-new (Fata Tribal Area)",24,TRUE,"MQM","Hameed Hussain","Hameed Hussain","Hameed_Hussain_NA-36"
2013,"NA-36 - Tribal Area","NA-36","KPK","Tribal Area","FATA","Mutahidda Qabil Party","Noor Jamal Shah","KPK South","KPK South","KPK",NA,NA,"Other Parties",NA,"Zone-new (Fata Tribal Area)",145,TRUE,"Mutahidda Qabil Party","Noor Jamal Shah","Noor Jamal Shah","Noor_Jamal_Shah_NA-36"
2013,"NA-36 - Tribal Area","NA-36","KPK","Tribal Area","FATA","Pakistan Muslim League","Wazir Mohammad Safi","KPK South","KPK South","KPK",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-new (Fata Tribal Area)",28,TRUE,"Pakistan Muslim League","Wazir Mohammad Safi","Wazir Mohammad Safi","Wazir_Mohammad_Safi_NA-36"
2013,"NA-36 - Tribal Area","NA-36","KPK","Tribal Area","FATA","PML-N","Haji Zar Khan Safi","KPK South","KPK South","KPK",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-new (Fata Tribal Area)",4028,TRUE,"PML-N","Haji Zar Khan Safi","Haji Zar Khan Safi","Haji_Zar_Khan_Safi_NA-36"
2013,"NA-36 - Tribal Area","NA-36","KPK","Tribal Area","FATA","PPP","Dr Farooq Afzal","KPK South","KPK South","KPK",NA,NA,"PPP (s)/PDA",NA,"Zone-new (Fata Tribal Area)",753,TRUE,"PPP","Dr Farooq Afzal","Dr Farooq Afzal","Dr_Farooq_Afzal_NA-36"
2013,"NA-36 - Tribal Area","NA-36","KPK","Tribal Area","FATA","PTI","Dawood Shah","KPK South","KPK South","KPK",NA,NA,"PTI",NA,"Zone-new (Fata Tribal Area)",1795,TRUE,"PTI","Dawood Shah","Dawood Shah","Dawood_Shah_NA-36"
2013,"NA-36 - Tribal Area","NA-36","KPK","Tribal Area","FATA","Tehreek-e-Tahaffuze Pakistan","Sahahbaz Yasir Ali","KPK South","KPK South","KPK",NA,NA,"Other Parties",NA,"Zone-new (Fata Tribal Area)",103,TRUE,"Tehreek-e-Tahaffuze Pakistan","Sahahbaz Yasir Ali","Sahahbaz Yasir Ali","Sahahbaz_Yasir_Ali_NA-36"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","All Pakistan Muslim League","Saqlain Abbas Bangash","KPK South","KPK South","KPK",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-new (Fata Tribal Area)",10,TRUE,"All Pakistan Muslim League","Saqlain Abbas Bangash","Saqlain Abbas Bangash","Saqlain_Abbas_Bangash_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","ANP","Doulat Ali","KPK South","KPK South","KPK",NA,NA,"Province Parties",NA,"Zone-new (Fata Tribal Area)",229,TRUE,"ANP","Doulat Ali","Doulat Ali","Doulat_Ali_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","IND","Malik Khial Jan","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",0,TRUE,"IND","Malik Khial Jan","Malik Khial Jan","Malik_Khial_Jan_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","IND","Malik Mula Jan Bangash","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",0,TRUE,"IND","Malik Mula Jan Bangash","Malik Mula Jan Bangash","Malik_Mula_Jan_Bangash_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","IND","Asghar Hussain","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",1,TRUE,"IND","Asghar Hussain","Asghar Hussain","Asghar_Hussain_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","IND","Malik Noor Akbar","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",1,TRUE,"IND","Malik Noor Akbar","Malik Noor Akbar","Malik_Noor_Akbar_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","IND","Shujjatullah","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",1,TRUE,"IND","Shujjatullah","Shujjatullah","Shujjatullah_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","IND","Zia Ur Rehman Zia","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",1,TRUE,"IND","Zia Ur Rehman Zia","Zia Ur Rehman Zia","Zia_Ur_Rehman_Zia_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","IND","Malik Fakhar Zaman Khan","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",2,TRUE,"IND","Malik Fakhar Zaman Khan","Malik Fakhar Zaman Khan","Malik_Fakhar_Zaman_Khan_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","IND","Zareen Khan Mangal","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",2,TRUE,"IND","Zareen Khan Mangal","Zareen Khan Mangal","Zareen_Khan_Mangal_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","IND","Mansab Ali","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",3,TRUE,"IND","Mansab Ali","Mansab Ali","Mansab_Ali_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","IND","Muhammad Jaffer Shah","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",4,TRUE,"IND","Muhammad Jaffer Shah","Muhammad Jaffer Shah","Muhammad_Jaffer_Shah_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","IND","Muhammad Tufail Shaheen","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",4,TRUE,"IND","Muhammad Tufail Shaheen","Muhammad Tufail Shaheen","Muhammad_Tufail_Shaheen_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","IND","Syed Wali Syed Mian","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",5,TRUE,"IND","Syed Wali Syed Mian","Syed Wali Syed Mian","Syed_Wali_Syed_Mian_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","IND","Inayat Ali","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",9,TRUE,"IND","Inayat Ali","Inayat Ali","Inayat_Ali_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","IND","Rajab Ali","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",9,TRUE,"IND","Rajab Ali","Rajab Ali","Rajab_Ali_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","IND","Syed Ahmad Shah","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",10,TRUE,"IND","Syed Ahmad Shah","Syed Ahmad Shah","Syed_Ahmad_Shah_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","IND","Hamid Hussain Turi","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",77,TRUE,"IND","Hamid Hussain Turi","Hamid Hussain Turi","Hamid_Hussain_Turi_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","IND","Zahid Hussain Turi","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",423,TRUE,"IND","Zahid Hussain Turi","Zahid Hussain Turi","Zahid_Hussain_Turi_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","IND","Ibrar Hussain","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",714,TRUE,"IND","Ibrar Hussain","Ibrar Hussain","Ibrar_Hussain_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","IND","Haji Hashim Khan","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",5475,TRUE,"IND","Haji Hashim Khan","Haji Hashim Khan","Haji_Hashim_Khan_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","IND","Syed Iqbal Mian","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",21036,TRUE,"IND","Syed Iqbal Mian","Syed Iqbal Mian","Syed_Iqbal_Mian_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","IND","Sayed Qaisar Hussain","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",29623,TRUE,"IND","Sayed Qaisar Hussain","Sayed Qaisar Hussain","Sayed_Qaisar_Hussain_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","IND","Mr. Sajid Hussain Turi","KPK South","KPK South","KPK",162660,518,"Independent Parties",58.08680684,"Zone-new (Fata Tribal Area)",30524,TRUE,"IND","Mr. Sajid Hussain Turi","Mr. Sajid Hussain Turi","Mr__Sajid_Hussain_Turi_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","JI","Hikmat Khan","KPK South","KPK South","KPK",NA,NA,"Religious Parties",NA,"Zone-new (Fata Tribal Area)",182,TRUE,"JI","Hikmat Khan","Hikmat Khan","Hikmat_Khan_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","JUI-F","Mulana Ain U Din Shaker","KPK South","KPK South","KPK",NA,NA,"Religious Parties",NA,"Zone-new (Fata Tribal Area)",47,TRUE,"JUI-F","Mulana Ain U Din Shaker","Mulana Ain u Din Shaker","Mulana_Ain_u_Din_Shaker_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","MQM","Mumtaz Bhai","KPK South","KPK South","KPK",NA,NA,"Province Parties",NA,"Zone-new (Fata Tribal Area)",191,TRUE,"MQM","Mumtaz Bhai","Mumtaz Bhai","Mumtaz_Bhai_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","MUTAHIDA DEENI MAHAZ","Muhammad Ashiq Khan","KPK South","KPK South","KPK",NA,NA,"Province Parties",NA,"Zone-new (Fata Tribal Area)",5062,TRUE,"MUTAHIDA DEENI MAHAZ","Muhammad Ashiq Khan","Muhammad Ashiq Khan","Muhammad_Ashiq_Khan_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","Mutahidda Qabil Party","Malik Habib Malak Orakzai","KPK South","KPK South","KPK",NA,NA,"Other Parties",NA,"Zone-new (Fata Tribal Area)",1,TRUE,"Mutahidda Qabil Party","Malik Habib Malak Orakzai","Malik Habib Malak Orakzai","Malik_Habib_Malak_Orakzai_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","PML-N","Abdul Hamid Orakzai","KPK South","KPK South","KPK",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-new (Fata Tribal Area)",26,TRUE,"PML-N","Abdul Hamid Orakzai","Abdul Hamid Orakzai","Abdul_Hamid_Orakzai_NA-37"
2013,"NA-37 - Tribal Area","NA-37","KPK","Tribal Area","FATA","PTI","Hafeezullah","KPK South","KPK South","KPK",NA,NA,"PTI",NA,"Zone-new (Fata Tribal Area)",294,TRUE,"PTI","Hafeezullah","Hafeezullah","Hafeezullah_NA-37"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","ANP","Syed Basharat Hussain","KPK South","KPK South","KPK",NA,NA,"Province Parties",NA,"Zone-new (Fata Tribal Area)",2723,TRUE,"ANP","Syed Basharat Hussain","Syed Basharat Hussain","Syed_Basharat_Hussain_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","IND","Yar Min Gul","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",0,TRUE,"IND","Yar Min Gul","Yar Min Gul","Yar_Min_Gul_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","IND","Ali Dad Khan","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",3,TRUE,"IND","Ali Dad Khan","Ali Dad Khan","Ali_Dad_Khan_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","IND","Khadem Hussain","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",7,TRUE,"IND","Khadem Hussain","Khadem Hussain","Khadem_Hussain_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","IND","Abbas Raza","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",8,TRUE,"IND","Abbas Raza","Abbas Raza","Abbas_Raza_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","IND","Hanif Khan","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",8,TRUE,"IND","Hanif Khan","Hanif Khan","Hanif_Khan_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","IND","Luqman Shah","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",8,TRUE,"IND","Luqman Shah","Luqman Shah","Luqman_Shah_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","IND","Mudassar Hussain","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",8,TRUE,"IND","Mudassar Hussain","Mudassar Hussain","Mudassar_Hussain_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","IND","Habib Hassan","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",9,TRUE,"IND","Habib Hassan","Habib Hassan","Habib_Hassan_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","IND","Syed Kabir Hussain","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",10,TRUE,"IND","Syed Kabir Hussain","Syed Kabir Hussain","Syed_Kabir_Hussain_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","IND","Shah Muhammad Khan","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",12,TRUE,"IND","Shah Muhammad Khan","Shah Muhammad Khan","Shah_Muhammad_Khan_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","IND","Syed Haziq Ali Shah","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",12,TRUE,"IND","Syed Haziq Ali Shah","Syed Haziq Ali Shah","Syed_Haziq_Ali_Shah_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","IND","Shoib Hassan","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",14,TRUE,"IND","Shoib Hassan","Shoib Hassan","Shoib_Hassan_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","IND","Kisan Ali","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",15,TRUE,"IND","Kisan Ali","Kisan Ali","Kisan_Ali_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","IND","Muhammad Ayaz","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",18,TRUE,"IND","Muhammad Ayaz","Muhammad Ayaz","Muhammad_Ayaz_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","IND","Dr Gul Karim Khan","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",21,TRUE,"IND","Dr Gul Karim Khan","Dr Gul Karim Khan","Dr_Gul_Karim_Khan_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","IND","Syed Khizar Hayat","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",22,TRUE,"IND","Syed Khizar Hayat","Syed Khizar Hayat","Syed_Khizar_Hayat_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","IND","Syed Muqeel Hussain","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",26,TRUE,"IND","Syed Muqeel Hussain","Syed Muqeel Hussain","Syed_Muqeel_Hussain_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","IND","Shafiq Hussain","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",35,TRUE,"IND","Shafiq Hussain","Shafiq Hussain","Shafiq_Hussain_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","IND","Muhammad Nazir","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",38,TRUE,"IND","Muhammad Nazir","Muhammad Nazir","Muhammad_Nazir_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","IND","Muhammad Janan","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",40,TRUE,"IND","Muhammad Janan","Muhammad Janan","Muhammad_Janan_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","IND","Malik Khalid Naeem","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",55,TRUE,"IND","Malik Khalid Naeem","Malik Khalid Naeem","Malik_Khalid_Naeem_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","IND","Iqbal Hussain","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",234,TRUE,"IND","Iqbal Hussain","Iqbal Hussain","Iqbal_Hussain_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","IND","Syed Fazal Abbas","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",808,TRUE,"IND","Syed Fazal Abbas","Syed Fazal Abbas","Syed_Fazal_Abbas_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","IND","Gul Muhammad","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",3383,TRUE,"IND","Gul Muhammad","Gul Muhammad","Gul_Muhammad_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","IND","Ajmal Khan","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",3632,TRUE,"IND","Ajmal Khan","Ajmal Khan","Ajmal_Khan_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","IND","Syed Noor Akbar","KPK South","KPK South","KPK",NA,NA,"Independent Parties",NA,"Zone-new (Fata Tribal Area)",5189,TRUE,"IND","Syed Noor Akbar","Syed Noor Akbar","Syed_Noor_Akbar_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","IND","Syed Ghazi Gulab Jamal","KPK South","KPK South","KPK",125687,231,"Independent Parties",38.05723742,"Zone-new (Fata Tribal Area)",7922,TRUE,"IND","Syed Ghazi Gulab Jamal","Syed Ghazi Gulab Jamal","Syed_Ghazi_Gulab_Jamal_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","JI","Raj Muhammad","KPK South","KPK South","KPK",NA,NA,"Religious Parties",NA,"Zone-new (Fata Tribal Area)",1017,TRUE,"JI","Raj Muhammad","Raj Muhammad","Raj_Muhammad_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","JUI-F","Engineer Tahir Iqbal Orakzai","KPK South","KPK South","KPK",NA,NA,"Religious Parties",NA,"Zone-new (Fata Tribal Area)",4175,TRUE,"JUI-F","Engineer Tahir Iqbal Orakzai","Engineer Tahir Iqbal Orakzai","Engineer_Tahir_Iqbal_Orakzai_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","Mutahidda Qabil Party","Habib Noor","KPK South","KPK South","KPK",NA,NA,"Other Parties",NA,"Zone-new (Fata Tribal Area)",2253,TRUE,"Mutahidda Qabil Party","Habib Noor","Habib Noor","Habib_Noor_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","Pakistan Muslim League","Suhrab Ali","KPK South","KPK South","KPK",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-new (Fata Tribal Area)",458,TRUE,"Pakistan Muslim League","Suhrab Ali","Suhrab Ali","Suhrab_Ali_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","PML-N","Speen Gul","KPK South","KPK South","KPK",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-new (Fata Tribal Area)",857,TRUE,"PML-N","Speen Gul","Speen Gul","Speen_Gul_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","PPP","Jawad Hussain","KPK South","KPK South","KPK",NA,NA,"PPP (s)/PDA",NA,"Zone-new (Fata Tribal Area)",7726,TRUE,"PPP","Jawad Hussain","Jawad Hussain","Jawad_Hussain_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","PTI","Malik Atiq Ur Rehman Orakzai","KPK South","KPK South","KPK",NA,NA,"PTI",NA,"Zone-new (Fata Tribal Area)",3805,TRUE,"PTI","Malik Atiq Ur Rehman Orakzai","Malik Atiq Ur Rehman Orakzai","Malik_Atiq_Ur_Rehman_Orakzai_NA-39"
2013,"NA-39 - Tribal Area","NA-39","KPK","Tribal Area","FATA","Tehreek-e-Tahaffuze Pakistan","Shamim Khan","KPK South","KPK South","KPK",NA,NA,"Other Parties",NA,"Zone-new (Fata Tribal Area)",94,TRUE,"Tehreek-e-Tahaffuze Pakistan","Shamim Khan","Shamim Khan","Shamim_Khan_NA-39"
2013,"NA-4 - Peshawar","NA-4","KPK","Peshawar","Peshawar","ANP","Arbab Mohammad Ayub Jan","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"Province Parties",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",15795,TRUE,"ANP","Arbab Mohammad Ayub Jan","Arbab Mohammad Ayub Jan","Arbab_Mohammad_Ayub_Jan_NA-4"
2013,"NA-4 - Peshawar","NA-4","KPK","Peshawar","Peshawar","IND","Shaukat Khan Momand","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"Independent Parties",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",222,TRUE,"IND","Shaukat Khan Momand","Shaukat Khan Momand","Shaukat_Khan_Momand_NA-4"
2013,"NA-4 - Peshawar","NA-4","KPK","Peshawar","Peshawar","IND","Syed Hizar Amin Shah","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"Independent Parties",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",392,TRUE,"IND","Syed Hizar Amin Shah","Syed Hizar Amin Shah","Syed_Hizar_Amin_Shah_NA-4"
2013,"NA-4 - Peshawar","NA-4","KPK","Peshawar","Peshawar","IND","Aneela Shaheen","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"Independent Parties",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",1852,TRUE,"IND","Aneela Shaheen","Aneela Shaheen","Aneela_Shaheen_NA-4"
2013,"NA-4 - Peshawar","NA-4","KPK","Peshawar","Peshawar","Jamiat Ulma-e-Pakistan (Noorani)","Molana Miraj Ud Din Sirkani","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"Religious Parties",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",1166,TRUE,"Jamiat Ulma-e-Pakistan (Noorani)","Molana Miraj Ud Din Sirkani","Molana Miraj Ud Din Sirkani","Molana_Miraj_Ud_Din_Sirkani_NA-4"
2013,"NA-4 - Peshawar","NA-4","KPK","Peshawar","Peshawar","JI","Sabir Hussain Awan","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"Religious Parties",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",16493,TRUE,"JI","Sabir Hussain Awan","Sabir Hussain Awan","Sabir_Hussain_Awan_NA-4"
2013,"NA-4 - Peshawar","NA-4","KPK","Peshawar","Peshawar","JUI-F","Arbab Kamal Ahmad","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"Religious Parties",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",12519,TRUE,"JUI-F","Arbab Kamal Ahmad","Arbab Kamal Ahmad","Arbab_Kamal_Ahmad_NA-4"
