"Year","Constituency","NA_Code","Province","District","Division","Party","Candidate_Name_Raw","Regions_11","Regions_12","Regions_5","Registered_Voters","Rejected_Votes","Six_Parties","Turnout_N","Zones_20","Votes","Has_Candidate_Name","Party_Original","Candidate_Original","Candidate_Name","Candidate_ID"
2013,"NA-1 - Peshawar","NA-1","KPK","Peshawar","Peshawar","ANP","Alhaj Ghulam Ahmad Bilour","Peshawar Valley","Peshawar Valley","KPK",320581,1093,"Province Parties",22.96268338,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",34386,TRUE,"ANP","Alhaj Ghulam Ahmad Bilour","Alhaj Ghulam Ahmad Bilour","Alhaj_Ghulam_Ahmad_Bilour_NA-1"
2013,"NA-1 - Peshawar","NA-1","KPK","Peshawar","Peshawar","IND","Niaz Muhammad Momand","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"Independent Parties",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",14,TRUE,"IND","Niaz Muhammad Momand","Niaz Muhammad Momand","Niaz_Muhammad_Momand_NA-1"
2013,"NA-1 - Peshawar","NA-1","KPK","Peshawar","Peshawar","IND","Mian Sultan Muhammad","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"Independent Parties",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",18,TRUE,"IND","Mian Sultan Muhammad","Mian Sultan Muhammad","Mian_Sultan_Muhammad_NA-1"
2013,"NA-1 - Peshawar","NA-1","KPK","Peshawar","Peshawar","IND","Malik Najab Gul Khalil","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"Independent Parties",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",19,TRUE,"IND","Malik Najab Gul Khalil","Malik Najab Gul Khalil","Malik_Najab_Gul_Khalil_NA-1"
2013,"NA-1 - Peshawar","NA-1","KPK","Peshawar","Peshawar","IND","Syed Fayaz Ali Shah","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"Independent Parties",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",25,TRUE,"IND","Syed Fayaz Ali Shah","Syed Fayaz Ali Shah","Syed_Fayaz_Ali_Shah_NA-1"
2013,"NA-1 - Peshawar","NA-1","KPK","Peshawar","Peshawar","IND","Yasmin Sherazi","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"Independent Parties",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",46,TRUE,"IND","Yasmin Sherazi","Yasmin Sherazi","Yasmin_Sherazi_NA-1"
2013,"NA-1 - Peshawar","NA-1","KPK","Peshawar","Peshawar","IND","Muhammad Atiq Ur Rehman","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"Independent Parties",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",67,TRUE,"IND","Muhammad Atiq Ur Rehman","Muhammad Atiq Ur Rehman","Muhammad_Atiq_Ur_Rehman_NA-1"
2013,"NA-1 - Peshawar","NA-1","KPK","Peshawar","Peshawar","IND","Kamran Sadiq","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"Independent Parties",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",498,TRUE,"IND","Kamran Sadiq","Kamran Sadiq","Kamran_Sadiq_NA-1"
2013,"NA-1 - Peshawar","NA-1","KPK","Peshawar","Peshawar","IND","Samad Mursalin","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"Independent Parties",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",1770,TRUE,"IND","Samad Mursalin","Samad Mursalin","Samad_Mursalin_NA-1"
2013,"NA-1 - Peshawar","NA-1","KPK","Peshawar","Peshawar","MUTAHIDA DEENI MAHAZ","Muhammad Ibrahim Qasmi","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"Province Parties",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",6673,TRUE,"MUTAHIDA DEENI MAHAZ","Muhammad Ibrahim Qasmi","Muhammad Ibrahim Qasmi","Muhammad_Ibrahim_Qasmi_NA-1"
2013,"NA-1 - Peshawar","NA-1","KPK","Peshawar","Peshawar","PTI","Gul Badshah","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"PTI",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",28911,TRUE,"PTI","Gul Badshah","Gul Badshah","Gul_Badshah_NA-1"
2013,"NA-1 - Peshawar","NA-1","KPK","Peshawar","Peshawar","Tehreek-e-Tahaffuze Pakistan","Jehangir Khan","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"Other Parties",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",204,TRUE,"Tehreek-e-Tahaffuze Pakistan","Jehangir Khan","Jehangir Khan","Jehangir_Khan_NA-1"
2013,"NA-10 - Mardan","NA-10","KPK","Mardan","Mardan","All Pakistan Muslim League","Yar Badshah","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",160,TRUE,"All Pakistan Muslim League","Yar Badshah","Yar Badshah","Yar_Badshah_NA-10"
2013,"NA-10 - Mardan","NA-10","KPK","Mardan","Mardan","ANP","Muhammad Farooq Khan","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"Province Parties",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",19436,TRUE,"ANP","Muhammad Farooq Khan","Muhammad Farooq Khan","Muhammad_Farooq_Khan_NA-10"
2013,"NA-10 - Mardan","NA-10","KPK","Mardan","Mardan","Jamiat Ulma-e-Pakistan (Noorani)","Muhammad Fayaz","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"Religious Parties",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",3426,TRUE,"Jamiat Ulma-e-Pakistan (Noorani)","Muhammad Fayaz","Muhammad Fayaz","Muhammad_Fayaz_NA-10"
2013,"NA-10 - Mardan","NA-10","KPK","Mardan","Mardan","JI","Sultan Muhammad","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"Religious Parties",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",19107,TRUE,"JI","Sultan Muhammad","Sultan Muhammad","Sultan_Muhammad_NA-10"
2013,"NA-10 - Mardan","NA-10","KPK","Mardan","Mardan","JUI-F","Mualana Muhammad Qasim","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"Religious Parties",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",39269,TRUE,"JUI-F","Mualana Muhammad Qasim","Mualana Muhammad Qasim","Mualana_Muhammad_Qasim_NA-10"
2013,"NA-10 - Mardan","NA-10","KPK","Mardan","Mardan","MQM","Maulana Noor Ul Haq","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"Province Parties",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",170,TRUE,"MQM","Maulana Noor Ul Haq","Maulana Noor Ul Haq","Maulana_Noor_Ul_Haq_NA-10"
2013,"NA-10 - Mardan","NA-10","KPK","Mardan","Mardan","Pakistan Muslim League","Zardali Khan","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",166,TRUE,"Pakistan Muslim League","Zardali Khan","Zardali Khan","Zardali_Khan_NA-10"
2013,"NA-10 - Mardan","NA-10","KPK","Mardan","Mardan","PML-N","Naseem Muhammad Khan","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",11491,TRUE,"PML-N","Naseem Muhammad Khan","Naseem Muhammad Khan","Naseem_Muhammad_Khan_NA-10"
2013,"NA-10 - Mardan","NA-10","KPK","Mardan","Mardan","PPP","Nawabzada Abdul Qadir Khan","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"PPP (s)/PDA",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",15345,TRUE,"PPP","Nawabzada Abdul Qadir Khan","Nawabzada Abdul Qadir Khan","Nawabzada_Abdul_Qadir_Khan_NA-10"
2013,"NA-10 - Mardan","NA-10","KPK","Mardan","Mardan","PTI","Ali Muhammad Khan","Peshawar Valley","Peshawar Valley","KPK",321660,4834,"PTI",50.16072872,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",46531,TRUE,"PTI","Ali Muhammad Khan","Ali Muhammad Khan","Ali_Muhammad_Khan_NA-10"
2013,"NA-10 - Mardan","NA-10","KPK","Mardan","Mardan","Qaumi Watan Party","Abdul Ghaffar Khan Mohmand","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"Province Parties",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",1638,TRUE,"Qaumi Watan Party","Abdul Ghaffar Khan Mohmand","Abdul Ghaffar Khan Mohmand","Abdul_Ghaffar_Khan_Mohmand_NA-10"
2013,"NA-10 - Mardan","NA-10","KPK","Mardan","Mardan","Tehreek-e-Tahaffuze Pakistan","Qazi Aslam Khan","Peshawar Valley","Peshawar Valley","KPK",NA,NA,"Other Parties",NA,"Zone-3 (Peshawar Valley) Peshawar & Mardan Divisions",724,TRUE,"Tehreek-e-Tahaffuze Pakistan","Qazi Aslam Khan","Qazi Aslam Khan","Qazi_Aslam_Khan_NA-10"
2013,"NA-100 - Gujranwala","NA-100","Punjab","Gujranwala","Gujranwala","All Pakistan Muslim League","Muhammad Naseer","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-4 (Central -1) Gujranwala Division",70,TRUE,"All Pakistan Muslim League","Muhammad Naseer","Muhammad Naseer","Muhammad_Naseer_NA-100"
2013,"NA-100 - Gujranwala","NA-100","Punjab","Gujranwala","Gujranwala","IND","Rana Shabir Haider Mubarak","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Independent Parties",NA,"Zone-4 (Central -1) Gujranwala Division",131,TRUE,"IND","Rana Shabir Haider Mubarak","Rana Shabir Haider Mubarak","Rana_Shabir_Haider_Mubarak_NA-100"
2013,"NA-100 - Gujranwala","NA-100","Punjab","Gujranwala","Gujranwala","IND","Ali Imran","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Independent Parties",NA,"Zone-4 (Central -1) Gujranwala Division",201,TRUE,"IND","Ali Imran","Ali Imran","Ali_Imran_NA-100"
2013,"NA-100 - Gujranwala","NA-100","Punjab","Gujranwala","Gujranwala","IND","Saud Fateh Muhammad","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Independent Parties",NA,"Zone-4 (Central -1) Gujranwala Division",220,TRUE,"IND","Saud Fateh Muhammad","Saud Fateh Muhammad","Saud_Fateh_Muhammad_NA-100"
2013,"NA-100 - Gujranwala","NA-100","Punjab","Gujranwala","Gujranwala","IND","Muhammad Pervez Iqbal Virk","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Independent Parties",NA,"Zone-4 (Central -1) Gujranwala Division",345,TRUE,"IND","Muhammad Pervez Iqbal Virk","Muhammad Pervez Iqbal Virk","Muhammad_Pervez_Iqbal_Virk_NA-100"
2013,"NA-100 - Gujranwala","NA-100","Punjab","Gujranwala","Gujranwala","IND","Muhammad Asghar","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Independent Parties",NA,"Zone-4 (Central -1) Gujranwala Division",798,TRUE,"IND","Muhammad Asghar","Muhammad Asghar","Muhammad_Asghar_NA-100"
2013,"NA-100 - Gujranwala","NA-100","Punjab","Gujranwala","Gujranwala","IND","Aytzaz Ijaz","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Independent Parties",NA,"Zone-4 (Central -1) Gujranwala Division",1122,TRUE,"IND","Aytzaz Ijaz","Aytzaz Ijaz","Aytzaz_Ijaz_NA-100"
2013,"NA-100 - Gujranwala","NA-100","Punjab","Gujranwala","Gujranwala","IND","Muhammad Riaz","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Independent Parties",NA,"Zone-4 (Central -1) Gujranwala Division",1167,TRUE,"IND","Muhammad Riaz","Muhammad Riaz","Muhammad_Riaz_NA-100"
2013,"NA-100 - Gujranwala","NA-100","Punjab","Gujranwala","Gujranwala","IND","Ch Bilal Ijaz","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Independent Parties",NA,"Zone-4 (Central -1) Gujranwala Division",70318,TRUE,"IND","Ch Bilal Ijaz","Ch Bilal Ijaz","Ch_Bilal_Ijaz_NA-100"
2013,"NA-100 - Gujranwala","NA-100","Punjab","Gujranwala","Gujranwala","JI","Sardar Riaz Ahmad Khan","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Religious Parties",NA,"Zone-4 (Central -1) Gujranwala Division",2129,TRUE,"JI","Sardar Riaz Ahmad Khan","Sardar Riaz Ahmad Khan","Sardar_Riaz_Ahmad_Khan_NA-100"
2013,"NA-100 - Gujranwala","NA-100","Punjab","Gujranwala","Gujranwala","MQM","Muhammad Arshad","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Province Parties",NA,"Zone-4 (Central -1) Gujranwala Division",195,TRUE,"MQM","Muhammad Arshad","Muhammad Arshad","Muhammad_Arshad_NA-100"
2013,"NA-100 - Gujranwala","NA-100","Punjab","Gujranwala","Gujranwala","PML-N","Azhar Qayyum Nahra","Punjab North and Punjab Central","Punjab Central","All other Territories",288271,5324,"PML (s)/IJI/PNA",64.13513673,"Zone-4 (Central -1) Gujranwala Division",89826,TRUE,"PML-N","Azhar Qayyum Nahra","Azhar Qayyum Nahra","Azhar_Qayyum_Nahra_NA-100"
2013,"NA-100 - Gujranwala","NA-100","Punjab","Gujranwala","Gujranwala","PPP","Tussadiq Masood Khan","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PPP (s)/PDA",NA,"Zone-4 (Central -1) Gujranwala Division",6833,TRUE,"PPP","Tussadiq Masood Khan","Tussadiq Masood Khan","Tussadiq_Masood_Khan_NA-100"
2013,"NA-100 - Gujranwala","NA-100","Punjab","Gujranwala","Gujranwala","PTI","Abid Javed Virk","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PTI",NA,"Zone-4 (Central -1) Gujranwala Division",6490,TRUE,"PTI","Abid Javed Virk","Abid Javed Virk","Abid_Javed_Virk_NA-100"
2013,"NA-101 - Gujranwala","NA-101","Punjab","Gujranwala","Gujranwala","All Pakistan Muslim League","Syed Mukhtar Hussain Shah","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-4 (Central -1) Gujranwala Division",80,TRUE,"All Pakistan Muslim League","Syed Mukhtar Hussain Shah","Syed Mukhtar Hussain Shah","Syed_Mukhtar_Hussain_Shah_NA-101"
2013,"NA-101 - Gujranwala","NA-101","Punjab","Gujranwala","Gujranwala","IND","Nauman Ullah Khan Chatha","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Independent Parties",NA,"Zone-4 (Central -1) Gujranwala Division",38,TRUE,"IND","Nauman Ullah Khan Chatha","Nauman Ullah Khan Chatha","Nauman_Ullah_Khan_Chatha_NA-101"
2013,"NA-101 - Gujranwala","NA-101","Punjab","Gujranwala","Gujranwala","IND","Mehr Adnan Sarwar Cheema","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Independent Parties",NA,"Zone-4 (Central -1) Gujranwala Division",48,TRUE,"IND","Mehr Adnan Sarwar Cheema","Mehr Adnan Sarwar Cheema","Mehr_Adnan_Sarwar_Cheema_NA-101"
2013,"NA-101 - Gujranwala","NA-101","Punjab","Gujranwala","Gujranwala","IND","Ch Zaheer Ahmed Sahi","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Independent Parties",NA,"Zone-4 (Central -1) Gujranwala Division",87,TRUE,"IND","Ch Zaheer Ahmed Sahi","Ch Zaheer Ahmed Sahi","Ch_Zaheer_Ahmed_Sahi_NA-101"
2013,"NA-101 - Gujranwala","NA-101","Punjab","Gujranwala","Gujranwala","IND","Malik Abdur Rehman Sadiq","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Independent Parties",NA,"Zone-4 (Central -1) Gujranwala Division",146,TRUE,"IND","Malik Abdur Rehman Sadiq","Malik Abdur Rehman Sadiq","Malik_Abdur_Rehman_Sadiq_NA-101"
2013,"NA-101 - Gujranwala","NA-101","Punjab","Gujranwala","Gujranwala","IND","Hakim Jamil Asghar Khizri","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Independent Parties",NA,"Zone-4 (Central -1) Gujranwala Division",274,TRUE,"IND","Hakim Jamil Asghar Khizri","Hakim Jamil Asghar Khizri","Hakim_Jamil_Asghar_Khizri_NA-101"
2013,"NA-101 - Gujranwala","NA-101","Punjab","Gujranwala","Gujranwala","IND","Muhammad Khalid Cheema","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Independent Parties",NA,"Zone-4 (Central -1) Gujranwala Division",284,TRUE,"IND","Muhammad Khalid Cheema","Muhammad Khalid Cheema","Muhammad_Khalid_Cheema_NA-101"
2013,"NA-101 - Gujranwala","NA-101","Punjab","Gujranwala","Gujranwala","IND","Qazi Arshad Mehmood Quereshi","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Independent Parties",NA,"Zone-4 (Central -1) Gujranwala Division",590,TRUE,"IND","Qazi Arshad Mehmood Quereshi","Qazi Arshad Mehmood Quereshi","Qazi_Arshad_Mehmood_Quereshi_NA-101"
2013,"NA-101 - Gujranwala","NA-101","Punjab","Gujranwala","Gujranwala","IND","Advocate Muhammad Akhtar Islam","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Independent Parties",NA,"Zone-4 (Central -1) Gujranwala Division",681,TRUE,"IND","Advocate Muhammad Akhtar Islam","Advocate Muhammad Akhtar Islam","Advocate_Muhammad_Akhtar_Islam_NA-101"
2013,"NA-101 - Gujranwala","NA-101","Punjab","Gujranwala","Gujranwala","IND","Muhammad Arshad","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Independent Parties",NA,"Zone-4 (Central -1) Gujranwala Division",2753,TRUE,"IND","Muhammad Arshad","Muhammad Arshad","Muhammad_Arshad_NA-101"
2013,"NA-101 - Gujranwala","NA-101","Punjab","Gujranwala","Gujranwala","JI","Dr Muhammad Ubaid Ullah Gohar","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Religious Parties",NA,"Zone-4 (Central -1) Gujranwala Division",6667,TRUE,"JI","Dr Muhammad Ubaid Ullah Gohar","Dr Muhammad Ubaid Ullah Gohar","Dr_Muhammad_Ubaid_Ullah_Gohar_NA-101"
2013,"NA-101 - Gujranwala","NA-101","Punjab","Gujranwala","Gujranwala","JUI-F","Muhammad Rafique Abid Alwi","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Religious Parties",NA,"Zone-4 (Central -1) Gujranwala Division",375,TRUE,"JUI-F","Muhammad Rafique Abid Alwi","Muhammad Rafique Abid Alwi","Muhammad_Rafique_Abid_Alwi_NA-101"
2013,"NA-101 - Gujranwala","NA-101","Punjab","Gujranwala","Gujranwala","MQM","Muhammad Akram Arain Advocate","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Province Parties",NA,"Zone-4 (Central -1) Gujranwala Division",237,TRUE,"MQM","Muhammad Akram Arain Advocate","Muhammad Akram Arain Advocate","Muhammad_Akram_Arain_Advocate_NA-101"
2013,"NA-101 - Gujranwala","NA-101","Punjab","Gujranwala","Gujranwala","Pakistan Muslim League","Ch Sajid Hussain Chatha","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-4 (Central -1) Gujranwala Division",13886,TRUE,"Pakistan Muslim League","Ch Sajid Hussain Chatha","Ch Sajid Hussain Chatha","Ch_Sajid_Hussain_Chatha_NA-101"
2013,"NA-101 - Gujranwala","NA-101","Punjab","Gujranwala","Gujranwala","Pakistan Muslim League (J)","Muhammad Ahmad Chatha","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-4 (Central -1) Gujranwala Division",60795,TRUE,"Pakistan Muslim League (J)","Muhammad Ahmad Chatha","Muhammad Ahmad Chatha","Muhammad_Ahmad_Chatha_NA-101"
2013,"NA-101 - Gujranwala","NA-101","Punjab","Gujranwala","Gujranwala","PML-N","Justice R Iftikhar Ahmad Cheema","Punjab North and Punjab Central","Punjab Central","All other Territories",352057,6397,"PML (s)/IJI/PNA",57.85455196,"Zone-4 (Central -1) Gujranwala Division",99924,TRUE,"PML-N","Justice R Iftikhar Ahmad Cheema","Justice r Iftikhar Ahmad Cheema","Justice_r_Iftikhar_Ahmad_Cheema_NA-101"
2013,"NA-101 - Gujranwala","NA-101","Punjab","Gujranwala","Gujranwala","PTI","Ch Muhammad Shahnawaz Cheema","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PTI",NA,"Zone-4 (Central -1) Gujranwala Division",11592,TRUE,"PTI","Ch Muhammad Shahnawaz Cheema","Ch Muhammad Shahnawaz Cheema","Ch_Muhammad_Shahnawaz_Cheema_NA-101"
2013,"NA-102 - Hafizabad","NA-102","Punjab","Hafizabad","Gujranwala","IND","Nasrullah Khan Hanjra","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Independent Parties",NA,"Zone-4 (Central -1) Gujranwala Division",152,TRUE,"IND","Nasrullah Khan Hanjra","Nasrullah Khan Hanjra","Nasrullah_Khan_Hanjra_NA-102"
2013,"NA-102 - Hafizabad","NA-102","Punjab","Hafizabad","Gujranwala","IND","Chaudhary Usman Khizar Mangat","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Independent Parties",NA,"Zone-4 (Central -1) Gujranwala Division",283,TRUE,"IND","Chaudhary Usman Khizar Mangat","Chaudhary Usman Khizar Mangat","Chaudhary_Usman_Khizar_Mangat_NA-102"
2013,"NA-102 - Hafizabad","NA-102","Punjab","Hafizabad","Gujranwala","IND","Muhammad Akram Mujahid","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Independent Parties",NA,"Zone-4 (Central -1) Gujranwala Division",367,TRUE,"IND","Muhammad Akram Mujahid","Muhammad Akram Mujahid","Muhammad_Akram_Mujahid_NA-102"
2013,"NA-102 - Hafizabad","NA-102","Punjab","Hafizabad","Gujranwala","IND","Muhammad Ateeq Ur Rehman Malik","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Independent Parties",NA,"Zone-4 (Central -1) Gujranwala Division",500,TRUE,"IND","Muhammad Ateeq Ur Rehman Malik","Muhammad Ateeq Ur Rehman Malik","Muhammad_Ateeq_Ur_Rehman_Malik_NA-102"
2013,"NA-102 - Hafizabad","NA-102","Punjab","Hafizabad","Gujranwala","IND","Chaudhary Shaukat Ali Bhatti","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Independent Parties",NA,"Zone-4 (Central -1) Gujranwala Division",67625,TRUE,"IND","Chaudhary Shaukat Ali Bhatti","Chaudhary Shaukat Ali Bhatti","Chaudhary_Shaukat_Ali_Bhatti_NA-102"
2013,"NA-102 - Hafizabad","NA-102","Punjab","Hafizabad","Gujranwala","JI","Habib Ullah Cheema","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Religious Parties",NA,"Zone-4 (Central -1) Gujranwala Division",1045,TRUE,"JI","Habib Ullah Cheema","Habib Ullah Cheema","Habib_Ullah_Cheema_NA-102"
2013,"NA-102 - Hafizabad","NA-102","Punjab","Hafizabad","Gujranwala","MQM","Nasir Ayyub Awan Advocate","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Province Parties",NA,"Zone-4 (Central -1) Gujranwala Division",400,TRUE,"MQM","Nasir Ayyub Awan Advocate","Nasir Ayyub Awan Advocate","Nasir_Ayyub_Awan_Advocate_NA-102"
2013,"NA-102 - Hafizabad","NA-102","Punjab","Hafizabad","Gujranwala","Pakistan Muslim League (J)","Chaudhary Muhammad Younas Hanjra","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PML (s)/IJI/PNA",NA,"Zone-4 (Central -1) Gujranwala Division",529,TRUE,"Pakistan Muslim League (J)","Chaudhary Muhammad Younas Hanjra","Chaudhary Muhammad Younas Hanjra","Chaudhary_Muhammad_Younas_Hanjra_NA-102"
2013,"NA-102 - Hafizabad","NA-102","Punjab","Hafizabad","Gujranwala","PML-N","Saira Afzal Tarar","Punjab North and Punjab Central","Punjab Central","All other Territories",284417,4298,"PML (s)/IJI/PNA",62.21779992,"Zone-4 (Central -1) Gujranwala Division",93691,TRUE,"PML-N","Saira Afzal Tarar","Saira Afzal Tarar","Saira_Afzal_Tarar_NA-102"
2013,"NA-102 - Hafizabad","NA-102","Punjab","Hafizabad","Gujranwala","PPP","Hajan Allah Rakhi","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PPP (s)/PDA",NA,"Zone-4 (Central -1) Gujranwala Division",3566,TRUE,"PPP","Hajan Allah Rakhi","Hajan Allah Rakhi","Hajan_Allah_Rakhi_NA-102"
2013,"NA-102 - Hafizabad","NA-102","Punjab","Hafizabad","Gujranwala","PTI","Riaz Ahmad Tarar","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"PTI",NA,"Zone-4 (Central -1) Gujranwala Division",5653,TRUE,"PTI","Riaz Ahmad Tarar","Riaz Ahmad Tarar","Riaz_Ahmad_Tarar_NA-102"
2013,"NA-103 - Hafizabad","NA-103","Punjab","Hafizabad","Gujranwala","IND","Choudary Sikandar Nawaz Bhatti","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Independent Parties",NA,"Zone-4 (Central -1) Gujranwala Division",60,TRUE,"IND","Choudary Sikandar Nawaz Bhatti","Choudary Sikandar Nawaz Bhatti","Choudary_Sikandar_Nawaz_Bhatti_NA-103"
2013,"NA-103 - Hafizabad","NA-103","Punjab","Hafizabad","Gujranwala","IND","Choudary Mubashir Abbas Bhatti","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Independent Parties",NA,"Zone-4 (Central -1) Gujranwala Division",114,TRUE,"IND","Choudary Mubashir Abbas Bhatti","Choudary Mubashir Abbas Bhatti","Choudary_Mubashir_Abbas_Bhatti_NA-103"
2013,"NA-103 - Hafizabad","NA-103","Punjab","Hafizabad","Gujranwala","IND","Mian Zahid Bhatti","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Independent Parties",NA,"Zone-4 (Central -1) Gujranwala Division",124,TRUE,"IND","Mian Zahid Bhatti","Mian Zahid Bhatti","Mian_Zahid_Bhatti_NA-103"
2013,"NA-103 - Hafizabad","NA-103","Punjab","Hafizabad","Gujranwala","IND","Akhtar Hussain Bhatti Advocate","Punjab North and Punjab Central","Punjab Central","All other Territories",NA,NA,"Independent Parties",NA,"Zone-4 (Central -1) Gujranwala Division",406,TRUE,"IND","Akhtar Hussain Bhatti Advocate","Akhtar Hussain Bhatti Advocate","Akhtar_Hussain_Bhatti_Advocate_NA-103"
2013,"NA-103 - Hafizabad","NA-103","Punjab","Hafizabad","Gujranwala","PML-N","Mian Shahid Hussain Khan Bhatti","Punjab North and Punjab Central","Punjab Central","All other Territories",259584,1850,"PML (s)/IJI/PNA",57.09828033,"Zone-4 (Central -1) Gujranwala Division",78113,TRUE,"PML-N","Mian Shahid Hussain Khan Bhatti","Mian Shahid Hussain Khan Bhatti","Mian_Shahid_Hussain_Khan_Bhatti_NA-103"
