"Candidate_ID","Candidate_Name","Degree","Is_Switcher"
"Mirza_Zulfiqar_Ahmed","Mirza Zulfiqar Ahmed",0,FALSE
"Nawab_Amber_Shahzada","Nawab Amber Shahzada",2,FALSE
"Nawab_Doctor_Amber_Shahzada","Nawab Doctor Amber Shahzada",2,FALSE
"Nawab_Dr__Amber_Shehzada","Nawab Dr. Amber Shehzada",2,FALSE
"Noor_Hussain","Noor Hussain",2,FALSE
"Rashida_Naeem","Rashida Naeem",2,FALSE
"Waqar_Ahmed","Waqar Ahmed",2,FALSE
"Ehsaamuddin","Ehsaamuddin",0,FALSE
"Arslan_Khan_Manj","Arslan Khan Manj",4,FALSE
"Ghulam_Mustafa","Ghulam Mustafa",202,TRUE
"Mirza_Tariq_Mehmood","Mirza Tariq Mehmood",4,FALSE
"Muhammad_Ali_Khan_Yousafzai","Muhammad Ali Khan Yousafzai",4,FALSE
"Muhammad_Amin_Watoo","Muhammad Amin Watoo",4,FALSE
"Muhammad_Kashif","Muhammad Kashif",566,TRUE
"Syed_Muhammad_Hussain","Syed Muhammad Hussain",0,FALSE
"Sadeed_Anver_Malik_Kashir","Sadeed Anver Malik Kashir",1,FALSE
"Zain_Ul_Abideen","Zain Ul Abideen",1,FALSE
"Rana_Muhammad_Ali","Rana Muhammad Ali",0,FALSE
"Abdul_Majeed","Abdul Majeed",120,TRUE
"Akhtar_Nawaz_Faisal_Daryana","Akhtar Nawaz Faisal Daryana",75,FALSE
"Amoon_Pasha","Amoon Pasha",75,FALSE
"Arshad_Ali","Arshad Ali",75,FALSE
"Asghar_Abbas","Asghar Abbas",75,FALSE
"Ashar_Jahangir","Ashar Jahangir",75,FALSE
"Babar_Ali","Babar Ali",161,TRUE
"Ch__Muhamamd_Ilyas","Ch. Muhamamd Ilyas",75,FALSE
"Ch_Ghulam_Dastageer","Ch Ghulam Dastageer",75,FALSE
"Chaudhary_Tanveer_Ahmed_Advocate","Chaudhary Tanveer Ahmed Advocate",75,FALSE
"Choudhry_Gulzar_Hussain_Gohar_Advocate","Choudhry Gulzar Hussain Gohar Advocate",75,FALSE
"Dilshad_Rind","Dilshad Rind",75,FALSE
"Farid_Ullah_Bazai","Farid Ullah Bazai",75,FALSE
"Ghulam_Haider","Ghulam Haider",299,TRUE
"Ghulam_Qadir_Bajwa","Ghulam Qadir Bajwa",75,FALSE
"Haji_Rashid_Ahmed_Khan_Rana","Haji Rashid Ahmed Khan Rana",75,FALSE
"Hizbullah","Hizbullah",183,TRUE
"Iftikhar_Ud_Din","Iftikhar Ud Din",75,FALSE
"Israr_Ahmad_Chishti_Advocate","Israr Ahmad Chishti Advocate",75,FALSE
"Jawaid_Ahmed_Khan","Jawaid Ahmed Khan",75,FALSE
"Khalid_Ibrar","Khalid Ibrar",75,FALSE
"Makhdeem_Syed_Zahid_Hussain","Makhdeem Syed Zahid Hussain",75,FALSE
"Makhodzada_Syed_Hasan_Raza_Gillini","Makhodzada Syed Hasan Raza Gillini",75,FALSE
"Malik_Azhar_Mehmood","Malik Azhar Mehmood",75,FALSE
"Malik_Fakhar_Iqbal_Wattoo","Malik Fakhar Iqbal Wattoo",75,FALSE
"Malik_Hamid_Mehmood","Malik Hamid Mehmood",75,FALSE
"Malik_Muhammad_Iqbal_Jora","Malik Muhammad Iqbal Jora",75,FALSE
"Malik_Muhammad_Siddique_Advocate","Malik Muhammad Siddique Advocate",75,FALSE
"Malik_Nisar_Ahmad_Thind","Malik Nisar Ahmad Thind",75,FALSE
"Malik_Shamriz_Awan","Malik Shamriz Awan",75,FALSE
"Malik_Zia_Ul_Haque_Tiwana","Malik Zia Ul Haque Tiwana",75,FALSE
"Mashood_Ahsan_Gill","Mashood Ahsan Gill",75,FALSE
"Mian_Nadeem_Ahmed_Saleemi","Mian Nadeem Ahmed Saleemi",75,FALSE
"Mirza_Bilal_Baig","Mirza Bilal Baig",75,FALSE
"Mohammad_Sharif_Rind","Mohammad Sharif Rind",75,FALSE
"Muhammad_Amjad","Muhammad Amjad",264,TRUE
"Muhammad_Asim_Ishtiaq","Muhammad Asim Ishtiaq",75,FALSE
"Muhammad_Ghufran_Rajput","Muhammad Ghufran Rajput",75,FALSE
"Muhammad_Khaliq_Siddique","Muhammad Khaliq Siddique",75,FALSE
"Muhammad_Naseer","Muhammad Naseer",75,FALSE
"Muhammad_Nisar_Butt","Muhammad Nisar Butt",75,FALSE
"Muhammad_Sharif_Noori","Muhammad Sharif Noori",75,FALSE
"Muhammad_Zeb","Muhammad Zeb",75,FALSE
"Mushtaq_Ahmed_Khan_Mughal","Mushtaq Ahmed Khan Mughal",75,FALSE
"Nadir_Khan","Nadir Khan",75,FALSE
"Nasar_Ullah_Khan_Jarral","Nasar Ullah Khan Jarral",75,FALSE
"Paras_Shah","Paras Shah",75,FALSE
"Qaiser_Nawaz_Khan_Babar","Qaiser Nawaz Khan Babar",75,FALSE
"Qasim_Ali","Qasim Ali",75,FALSE
"Raja_Amir_Rasheed","Raja Amir Rasheed",75,FALSE
"Rana_Arshad_Saeed_Khan","Rana Arshad Saeed Khan",75,FALSE
"Riaz_Ahmad","Riaz Ahmad",75,FALSE
"Riaz_Hussain_Sewag","Riaz Hussain Sewag",75,FALSE
"Sahibzada_Ahmed_Raza_Khan_Qasoori","Sahibzada Ahmed Raza Khan Qasoori",75,FALSE
"Saira_Goga_Daughter_of_Goga_Pehalwan","Saira Goga Daughter of Goga Pehalwan",75,FALSE
"Saqlain_Abbas_Bangash","Saqlain Abbas Bangash",75,FALSE
"Saradar_Sikandar_Hayat_Khan_Goopang","Saradar Sikandar Hayat Khan Goopang",75,FALSE
"Sardar_Ghulam_Mustafa","Sardar Ghulam Mustafa",75,FALSE
"Sardar_Ghulam_Mustafa_Khaskheli","Sardar Ghulam Mustafa Khaskheli",640,TRUE
"Sarmir_Khan","Sarmir Khan",75,FALSE
"Shafiur_Rahman","Shafiur Rahman",75,FALSE
"Shaheen_Munawer","Shaheen Munawer",75,FALSE
"Shoaib_Khaskhali","Shoaib Khaskhali",75,FALSE
"Syed_Adnan_Haider_Jafri","Syed Adnan Haider Jafri",75,FALSE
"Syed_Ali_Abbas_Kazmi","Syed Ali Abbas Kazmi",75,FALSE
"Syed_Imran_Sultan","Syed Imran Sultan",75,FALSE
"Syed_Marghoob_Hussain_Abdi","Syed Marghoob Hussain Abdi",75,FALSE
"Syed_Mukhtar_Hussain_Shah","Syed Mukhtar Hussain Shah",640,TRUE
"Syed_Naveed_Ali_Shah","Syed Naveed Ali Shah",75,FALSE
"Syed_Sajjad_Hussain_Shah_Kazmi","Syed Sajjad Hussain Shah Kazmi",75,FALSE
"Syed_Zakir_Shah","Syed Zakir Shah",75,FALSE
"Tayyaba_Zameer","Tayyaba Zameer",75,FALSE
"Waheed_Ahmad","Waheed Ahmad",304,TRUE
"Waheed_Depal","Waheed Depal",75,FALSE
"Waseem_Akhter_Raja","Waseem Akhter Raja",75,FALSE
"Yar_Badshah","Yar Badshah",75,FALSE
"Mian_Saghir_Ahmed_Malvi","Mian Saghir Ahmed Malvi",0,FALSE
"Muhammad_Naseem_Sadiq","Muhammad Naseem Sadiq",0,FALSE
"Sheikh_Rasheed_Ahmed","Sheikh Rasheed Ahmed",245,TRUE
"Sheikh_Rashid_Shafiq","Sheikh Rashid Shafiq",1,FALSE
"Abdul_Matin_Khan","Abdul Matin Khan",148,FALSE
"Abdul_Qayyum","Abdul Qayyum",534,TRUE
"Abdul_Rasheed_Nasir","Abdul Rasheed Nasir",148,FALSE
"Abdul_Rashid","Abdul Rashid",376,TRUE
"Abdul_Rauf","Abdul Rauf",452,TRUE
"Abdul_Rehman_Khan_Yousufzai","Abdul Rehman Khan Yousufzai",148,FALSE
"Abdur_Rauf","Abdur Rauf",148,FALSE
"Ahmad_Ali","Ahmad Ali",148,FALSE
"Ahmad_Khan","Ahmad Khan",148,FALSE
"Ahmadullah","Ahmadullah",148,FALSE
"Ahmed_Zaman","Ahmed Zaman",148,FALSE
"Aimal_Wali_Khan","Aimal Wali Khan",148,FALSE
"Alhaj_Ghulam_Ahmad_Bilour","Alhaj Ghulam Ahmad Bilour",148,FALSE
"Aman_Masood","Aman Masood",148,FALSE
"Ameer_Haider_Azam_Khan","Ameer Haider Azam Khan",148,FALSE
"Amir_Haider_Khan","Amir Haider Khan",148,FALSE
"Amir_Nawab","Amir Nawab",148,FALSE
"Anwar_Zaib","Anwar Zaib",148,FALSE
"Arbab_Inam_Ullah_Khan","Arbab Inam Ullah Khan",148,FALSE
"Arbab_Mohammad_Ayub_Jan","Arbab Mohammad Ayub Jan",148,FALSE
"Arbab_Muhammad_Zahir_Khan","Arbab Muhammad Zahir Khan",148,FALSE
"Arbab_Najeeb_Ullah_Khan","Arbab Najeeb Ullah Khan",148,FALSE
"Arbab_Najeeb_Ullah_Khan_Khalil","Arbab Najeeb Ullah Khan Khalil",148,FALSE
"Arshad_Mansoor_Shah","Arshad Mansoor Shah",148,FALSE
"Arshad_Sohail","Arshad Sohail",148,FALSE
"Asfandiyar_Wali_Khan","Asfandiyar Wali Khan",148,FALSE
"Asfandyar_Wali_Khan","Asfandyar Wali Khan",148,FALSE
"Asghar_Khan","Asghar Khan",148,FALSE
"Ashraf_Ullah","Ashraf Ullah",148,FALSE
"Asif_Ali","Asif Ali",148,FALSE
"Aurang_Zeb_Khan","Aurang Zeb Khan",634,TRUE
"Aziz_Ur_Rehman","Aziz Ur Rehman",1010,TRUE
"Bahadar_Khan","Bahadar Khan",148,FALSE
"Bashir_Khan_Umerzai","Bashir Khan Umerzai",148,FALSE
"Bismillah_Jan","Bismillah Jan",148,FALSE
"Bismillah_Jan_Luni","Bismillah Jan Luni",148,FALSE
"Ch__Ghulam_Mustafa","Ch. Ghulam Mustafa",148,FALSE
"Dost_Muhammad","Dost Muhammad",148,FALSE
"Doulat_Ali","Doulat Ali",148,FALSE
"Dr_Sherbaz_Khan","Dr Sherbaz Khan",148,FALSE
"Engineer_Noor_Ahmed_Khan","Engineer Noor Ahmed Khan",148,FALSE
"Faisal_Imran_Khan_Niazi","Faisal Imran Khan Niazi",148,FALSE
"Farid_Ullah_Dumar","Farid Ullah Dumar",148,FALSE
"Gul_Afzal","Gul Afzal",148,FALSE
"Habib_Ullah_Khan","Habib Ullah Khan",148,FALSE
"Hafiz_Zardullah_Khan_Hassan_Zai_","Hafiz Zardullah Khan Hassan Zai.",148,FALSE
"Haji_Ghulam_Ahmad_Bilour","Haji Ghulam Ahmad Bilour",148,FALSE
"Haji_Naseem-Ur-Rehman","Haji Naseem-Ur-Rehman",148,FALSE
"Haji_Nizamuddin_Kakar","Haji Nizamuddin Kakar",148,FALSE
"Haji_Rehmanullah","Haji Rehmanullah",148,FALSE
"Hameed_Ullah","Hameed Ullah",148,FALSE
"Hamid_Khan_Toofan","Hamid Khan Toofan",148,FALSE
"Hamidullah_Khan","Hamidullah Khan",148,FALSE
"Imtiaz_Hussain","Imtiaz Hussain",551,TRUE
"Inayat_Khan","Inayat Khan",148,FALSE
"Iqbal_Zaib_Khan","Iqbal Zaib Khan",148,FALSE
"Irfan_Ali","Irfan Ali",148,FALSE
"Irshad_Khan","Irshad Khan",148,FALSE
"Jumma_Khan_Babar","Jumma Khan Babar",148,FALSE
"Kabir_Ahmed_Sher","Kabir Ahmed Sher",148,FALSE
"Khadija_Bibi","Khadija Bibi",148,FALSE
"Khan_Parvez","Khan Parvez",148,FALSE
"Khan_Zeb","Khan Zeb",148,FALSE
"Khudai_Dad","Khudai Dad",148,FALSE
"Khursheed_Begum_Saeed","Khursheed Begum Saeed",148,FALSE
"Khurshid","Khurshid",148,FALSE
"m_Shafi","m Shafi",148,FALSE
"Maj_r__Mahr_Muhammad_Ramzan","Maj(r) Mahr Muhammad Ramzan",148,FALSE
"Majid_Khan","Majid Khan",205,TRUE
"Malik_Dad_Muhammad_Tareen","Malik Dad Muhammad Tareen",148,FALSE
"Malik_Darya_Khan","Malik Darya Khan",148,FALSE
"Malik_Muhammad_Usman_Achakzai_","Malik Muhammad Usman Achakzai.",148,FALSE
"Mamoon_Khan_Kakar","Mamoon Khan Kakar",148,FALSE
"Masood_Abbas","Masood Abbas",148,FALSE
"Masood_Abbas_Khattak","Masood Abbas Khattak",148,FALSE
"Mian_Babar_Shah_Kaka_Khel","Mian Babar Shah Kaka Khel",148,FALSE
"Mohammad_Ayub_Khan_Advocate","Mohammad Ayub Khan Advocate",148,FALSE
"Mohammad_Farooq_Khan","Mohammad Farooq Khan",148,FALSE
"Muhammad_Ayaz_Khan","Muhammad Ayaz Khan",148,FALSE
"Muhammad_Ayub_Khan","Muhammad Ayub Khan",148,FALSE
"Muhammad_Azam_Khan","Muhammad Azam Khan",148,FALSE
"Muhammad_Daud_Khan_Khattak","Muhammad Daud Khan Khattak",148,FALSE
"Muhammad_Farooq_Bangsh","Muhammad Farooq Bangsh",148,FALSE
"Muhammad_Farooq_Khan","Muhammad Farooq Khan",148,FALSE
"Muhammad_Fayaz_Khan","Muhammad Fayaz Khan",148,FALSE
"Muhammad_Hashim_Babar","Muhammad Hashim Babar",148,FALSE
"Muhammad_Ishaq","Muhammad Ishaq",952,TRUE
"Muhammad_Ismail","Muhammad Ismail",564,TRUE
"Muhammad_Kamal","Muhammad Kamal",148,FALSE
"Muhammad_Khan_Afridi","Muhammad Khan Afridi",148,FALSE
"Muhammad_Riaz_Khan","Muhammad Riaz Khan",148,FALSE
"Muhammad_Sajid_Taheem_Advocate","Muhammad Sajid Taheem Advocate",148,FALSE
"Muhammad_Saleem_Khan","Muhammad Saleem Khan",205,TRUE
"Muhammad_Sharif_Khattak","Muhammad Sharif Khattak",148,FALSE
"Muhammad_Taimoor_Khan","Muhammad Taimoor Khan",148,FALSE
"Muhammad_Younus_Khan","Muhammad Younus Khan",148,FALSE
"Muhammad_Zahid_Khan","Muhammad Zahid Khan",148,FALSE
"Muhibullah_Kakar","Muhibullah Kakar",148,FALSE
"Munir_Shah","Munir Shah",148,FALSE
"Muzafer_Ul_Mulk","Muzafer Ul Mulk",148,FALSE
"Muzaffar-Ul-Mulk","Muzaffar-Ul-Mulk",148,FALSE
"Naik_Muhammad_Kakar","Naik Muhammad Kakar",148,FALSE
"Naimat_Khalil","Naimat Khalil",148,FALSE
"Naveed_Anjum_Khan","Naveed Anjum Khan",214,TRUE
"Nawabzada_Khawaja_Muhammad_Khan_Hoti_Alias_Toti_Khan","Nawabzada Khawaja Muhammad Khan Hoti Alias Toti Khan",148,FALSE
"Nawabzada_Mohamamd_Amin_Khan_Jogezai","Nawabzada Mohamamd Amin Khan Jogezai",148,FALSE
"Nawaz_Ali_Burfat","Nawaz Ali Burfat",148,FALSE
"Nisar_Ahmed","Nisar Ahmed",148,FALSE
"Noor_Ahmed","Noor Ahmed",148,FALSE
"Noor_Aslam","Noor Aslam",148,FALSE
"Owais_Khan","Owais Khan",148,FALSE
"Perviz_Khan_Advocate","Perviz Khan Advocate",148,FALSE
"Pir_Dilawar_Shah","Pir Dilawar Shah",855,TRUE
"Qalandar_Bux","Qalandar Bux",148,FALSE
"Rahmat_Shah_Sael","Rahmat Shah Sael",148,FALSE
"Rana_Mushtaq_Ahmad","Rana Mushtaq Ahmad",148,FALSE
"Sadeed_Ur_Rehman","Sadeed Ur Rehman",148,FALSE
"Sadid_Ur_Rahman","Sadid Ur Rahman",148,FALSE
"Saif_Ullah","Saif Ullah",775,TRUE
"Sajid_Mahmood","Sajid Mahmood",148,FALSE
"Saqib_Ullah_Khan","Saqib Ullah Khan",148,FALSE
"Sarfaraz_Khan_Jadoon","Sarfaraz Khan Jadoon",148,FALSE
"Shah_Hussain","Shah Hussain",148,FALSE
"Shah_Mohammad","Shah Mohammad",148,FALSE
"Shahi_Khan","Shahi Khan",148,FALSE
"Shahi_Khan_Sherani","Shahi Khan Sherani",148,FALSE
"Shahnawaz_Khanzada","Shahnawaz Khanzada",148,FALSE
"Shahzia_Batul","Shahzia Batul",148,FALSE
"Shazia_Bibi","Shazia Bibi",148,FALSE
"Sheheryar_Khan","Sheheryar Khan",148,FALSE
"Sher_Nawaz_Khattak","Sher Nawaz Khattak",148,FALSE
"Sherullah_Khan","Sherullah Khan",148,FALSE
"Sultan_Khan_Mandokhail","Sultan Khan Mandokhail",148,FALSE
"Sultan_Khan_Mandokhel","Sultan Khan Mandokhel",148,FALSE
"Syed_Abdul_Qayyum","Syed Abdul Qayyum",148,FALSE
"Syed_Basharat_Hussain","Syed Basharat Hussain",148,FALSE
"Syed_Haider_Ali_Shah","Syed Haider Ali Shah",148,FALSE
"Syed_Haroon_Shah","Syed Haroon Shah",148,FALSE
"Syed_Karam_Darwesh","Syed Karam Darwesh",148,FALSE
"Syed_Masood_Shah","Syed Masood Shah",148,FALSE
"Syed_Muhammad_Afzal","Syed Muhammad Afzal",148,FALSE
"Syed_Muhammad_Hanif","Syed Muhammad Hanif",148,FALSE
"Syed_Muzafar_Ali_Shah_Jan","Syed Muzafar Ali Shah Jan",148,FALSE
"Tariq_Hameed_Khattak","Tariq Hameed Khattak",148,FALSE
"Umar_Hayat","Umar Hayat",148,FALSE
"Umar_Khan","Umar Khan",148,FALSE
"Waris_Khan","Waris Khan",148,FALSE
"Zain_Umar_Arbab","Zain Umar Arbab",148,FALSE
"Zarbali_Syed","Zarbali Syed",148,FALSE
"Shoaib_Amjad_Pervaiz","Shoaib Amjad Pervaiz",0,FALSE
"Makhdoom_Muhammad_Ehsan","Makhdoom Muhammad Ehsan",0,FALSE
"Bashir_Khan","Bashir Khan",2,FALSE
"Malik_Annayat_Ullah_Khokhar","Malik Annayat Ullah Khokhar",2,FALSE
"Rajkumar","Rajkumar",2,FALSE
"Jawad_Aziz","Jawad Aziz",4,FALSE
"M_iqbal_Haider","M.iqbal Haider",4,FALSE
"Molvi_Iqbal_Haider_Advocate","Molvi Iqbal Haider Advocate",4,FALSE
"Moulvi_Iqbal_Haider","Moulvi Iqbal Haider",4,FALSE
"Tahir_Iqbal","Tahir Iqbal",617,TRUE
"Engineer_Usman_Khan_Tarrakai","Engineer Usman Khan Tarrakai",0,FALSE
"Mahr_Ghulam_Mustafa_Mangan_Advocate","Mahr Ghulam Mustafa Mangan Advocate",7,FALSE
"Mohtarma_Nazish_Aslam_Advocate","Mohtarma Nazish Aslam Advocate",7,FALSE
"Muhammad_Zafar_Iqbal_Gujjar","Muhammad Zafar Iqbal Gujjar",7,FALSE
"Mushtaq_Ahmad_Bhatti","Mushtaq Ahmad Bhatti",7,FALSE
"Qari_Nasir_Mahmood_Mughal","Qari Nasir Mahmood Mughal",7,FALSE
"Rana_Akbar_Abbas","Rana Akbar Abbas",7,FALSE
"Rana_Basharat_Ali","Rana Basharat Ali",7,FALSE
"Sayyeda_Nighat_Ishfaq","Sayyeda Nighat Ishfaq",7,FALSE
"Abdul_Khaliq_Shamas","Abdul Khaliq Shamas",17,FALSE
"Abdul_Qadir","Abdul Qadir",977,TRUE
"Abdul_Razaque","Abdul Razaque",17,FALSE
"Begum_Shahmeem_Arshad_Minhas","Begum Shahmeem Arshad Minhas",17,FALSE
"Ch_Dilbar_Hussain_Ghaffari","Ch Dilbar Hussain Ghaffari",17,FALSE
"Chaudhary_Muhammad_Iqbal_Gujjar","Chaudhary Muhammad Iqbal Gujjar",17,FALSE
"Gulana_Bibi","Gulana Bibi",17,FALSE
"Kanwar_Aamir_Sami","Kanwar Aamir Sami",17,FALSE
"Mahboob_Aftab_Khan","Mahboob Aftab Khan",17,FALSE
"Malik_Tariq_Mehmood","Malik Tariq Mehmood",421,TRUE
"Muhammad_Nasrullah_Arain","Muhammad Nasrullah Arain",17,FALSE
"Muhammad_Rashid","Muhammad Rashid",17,FALSE
"Muhammad_Usama_Nawaz","Muhammad Usama Nawaz",17,FALSE
"Nawab_Imran_Khan_Khilji","Nawab Imran Khan Khilji",17,FALSE
"Sheikh_Rashid_Ahmed","Sheikh Rashid Ahmed",17,FALSE
"Syed_Mustafsir_Hussain_Bukhari","Syed Mustafsir Hussain Bukhari",17,FALSE
"Syed_Rehan_Ali","Syed Rehan Ali",17,FALSE
"Zafar_Ahmed_Ghori","Zafar Ahmed Ghori",17,FALSE
"Commander__r__Ayoub_Malik","Commander (r) Ayoub Malik",9,FALSE
"Fanoos_Gujar","Fanoos Gujar",10,TRUE
"Ghulam_Abbas","Ghulam Abbas",921,TRUE
"Ghulam_Qadir_Alias_Papu","Ghulam Qadir Alias Papu",9,FALSE
"Kamal_Shah","Kamal Shah",717,TRUE
"Khan_Zada","Khan Zada",9,FALSE
"Mian_Abdul_Qayum","Mian Abdul Qayum",9,FALSE
"Mian_Ashiq_Hussain_Kamyana_Advocate","Mian Ashiq Hussain Kamyana Advocate",9,FALSE
"Muhammad_Aslam_Miraj","Muhammad Aslam Miraj",9,FALSE
"Muhammad_Athar_Khan_Advocate","Muhammad Athar Khan Advocate",9,FALSE
"Bahri_Room","Bahri Room",1,FALSE
"Usman_Ghani","Usman Ghani",887,TRUE
"Gul_Muhammad_Bhatti","Gul Muhammad Bhatti",2,FALSE
"Gull_Muhammad_Bhatti__Retired_","Gull Muhammad Bhatti (Retired)",2,FALSE
"Sardar_Sher_Zaman_Khan_Qaisrani","Sardar Sher Zaman Khan Qaisrani",2,FALSE
"Makhdoom_Syed_Sami_Ul_Hassan_Gillani","Makhdoom Syed Sami Ul Hassan Gillani",1,FALSE
"Muhammd_Farooq_Azam_Malik","Muhammd Farooq Azam Malik",1,FALSE
"Bahi_Khan","Bahi Khan",8,FALSE
"Jasim","Jasim",8,FALSE
"Khalid_Hussain_Magsi","Khalid Hussain Magsi",8,FALSE
"Manzoor_Ahmed","Manzoor Ahmed",232,TRUE
"Mir_Shah_Jahan_Khan_Khetran","Mir Shah Jahan Khan Khetran",8,FALSE
"Prince_Ahmed_Omar_Ahmedzai","Prince Ahmed Omar Ahmedzai",8,FALSE
"Qadha_Babar","Qadha Babar",8,FALSE
"Rubina_Irfan","Rubina Irfan",8,FALSE
"Syed_Abdul_Karim","Syed Abdul Karim",8,FALSE
"Abdul_Ghafoor","Abdul Ghafoor",114,TRUE
"Agha_Hassan_Baloch_Advocate","Agha Hassan Baloch Advocate",24,FALSE
"Gaman_Khan","Gaman Khan",24,FALSE
"Ghulam_Hadiar","Ghulam Hadiar",24,FALSE
"Haji_Noor_Muhammad_Shahwani","Haji Noor Muhammad Shahwani",24,FALSE
"Haq_Nawaz_Buzdar","Haq Nawaz Buzdar",24,FALSE
"Jahanzaib_Baloch","Jahanzaib Baloch",24,FALSE
"Khuda_Bukhsh","Khuda Bukhsh",24,FALSE
"Malik_Naveed_Dehwar","Malik Naveed Dehwar",24,FALSE
"Maqbool_Ahmed_Lehri","Maqbool Ahmed Lehri",24,FALSE
"Mir_Abdul_Ghafoor_Mengal","Mir Abdul Ghafoor Mengal",24,FALSE
"Mir_Abdul_Rauf_Mengal","Mir Abdul Rauf Mengal",24,FALSE
"Mohammad_Qasim_Roonjho","Mohammad Qasim Roonjho",24,FALSE
"Muhamamd_Akhtar_Mengal","Muhamamd Akhtar Mengal",24,FALSE
"Muhammad_Akhtar_Mengal","Muhammad Akhtar Mengal",24,FALSE
"Muhammad_Akhter_Mengal","Muhammad Akhter Mengal",24,FALSE
"Muhammad_Hashim","Muhammad Hashim",24,FALSE
"Muhammad_Ramzan","Muhammad Ramzan",1189,TRUE
"Naib_Faqeer_Muhammad_Zahri","Naib Faqeer Muhammad Zahri",24,FALSE
"Nawabzada_Aurangzeb_Jogezai","Nawabzada Aurangzeb Jogezai",24,FALSE
"Sayed_Essa_Nori","Sayed Essa Nori",24,FALSE
"Shair_Afgan","Shair Afgan",24,FALSE
"Syed_Ahsan_Shah","Syed Ahsan Shah",24,FALSE
"Wadera_Gulzar_Khan","Wadera Gulzar Khan",24,FALSE
"Zahid_Hussain","Zahid Hussain",24,FALSE
"Abdul_Jabbar","Abdul Jabbar",76,TRUE
"Abdul_Rauf_Rind","Abdul Rauf Rind",18,FALSE
"Ghulam_Farooq","Ghulam Farooq",18,FALSE
"Gulam_Farooq","Gulam Farooq",18,FALSE
"Habib_Ur_Rehman","Habib Ur Rehman",30,TRUE
"Haji_Muhamad_Azeem","Haji Muhamad Azeem",18,FALSE
"Mir_Ali_Akbar","Mir Ali Akbar",18,FALSE
"Mir_Muhammad_Khan_Chandio","Mir Muhammad Khan Chandio",18,FALSE
"Mir_Muhammad_Shoaib_Baloch","Mir Muhammad Shoaib Baloch",18,FALSE
"Mir_Mujeeb_Rahman_Shahwani","Mir Mujeeb Rahman Shahwani",18,FALSE
