"Candidate_ID","Candidate_Name","Degree","Is_Switcher"
"Muhammad_Arif_Badini","Muhammad Arif Badini",18,FALSE
"Muhammad_Hanif_Baloch","Muhammad Hanif Baloch",18,FALSE
"Muhammad_Qayyum_Baluch","Muhammad Qayyum Baluch",18,FALSE
"Noor_Ahmed_Adil","Noor Ahmed Adil",18,FALSE
"Noor_Ahmed_Umrani","Noor Ahmed Umrani",18,FALSE
"Saeed_Ahmed","Saeed Ahmed",232,TRUE
"Sajid_Ali","Sajid Ali",1105,TRUE
"Sayed_Akber_Shah","Sayed Akber Shah",18,FALSE
"Yaqoob_Bizenjo_","Yaqoob Bizenjo.",18,FALSE
"Abid_Wazir","Abid Wazir",7,FALSE
"Mohsin_Khan","Mohsin Khan",7,FALSE
"Muhammad_Ajmal_Siddique","Muhammad Ajmal Siddique",7,FALSE
"Muhammad_Fahad","Muhammad Fahad",7,FALSE
"Muhammad_Mazhar_Jaffar","Muhammad Mazhar Jaffar",7,FALSE
"Nisar_Ahmad_Khattak","Nisar Ahmad Khattak",7,FALSE
"Syed_Anis_Raza_Naqvi","Syed Anis Raza Naqvi",7,FALSE
"Waqas_Ahmad","Waqas Ahmad",7,FALSE
"Nadeem_k_Joseph","Nadeem k Joseph",1,FALSE
"Naila_Joseph_Dayal","Naila Joseph Dayal",1,FALSE
"Bashir_Hussain_Shah","Bashir Hussain Shah",0,FALSE
"Chaudhary_Muhammad_Adnan_Mushtaq_Chanjotra","Chaudhary Muhammad Adnan Mushtaq Chanjotra",0,FALSE
"Abdul_Razzaque","Abdul Razzaque",71,TRUE
"Arbab_Ghulam_Rahim","Arbab Ghulam Rahim",28,FALSE
"Aurangzaib_Khan","Aurangzaib Khan",28,FALSE
"Deedar_Ali","Deedar Ali",86,TRUE
"Dilawar_Gulzar","Dilawar Gulzar",28,FALSE
"Ghullam_Murtaza_Khan_Jatoi","Ghullam Murtaza Khan Jatoi",28,FALSE
"Karim_Ali_Jatoi","Karim Ali Jatoi",593,TRUE
"Kausar_Fatima_Zaidi","Kausar Fatima Zaidi",28,FALSE
"Liaquat_Ali_Jatoi","Liaquat Ali Jatoi",28,FALSE
"m_Khan_Junejo","m Khan Junejo",28,FALSE
"Mir_Ali_Nawaz_Talpur","Mir Ali Nawaz Talpur",33,TRUE
"Mir_Hussain_Bakhash_Talpur","Mir Hussain Bakhash Talpur",28,FALSE
"Muhammad_Faisal","Muhammad Faisal",28,TRUE
"Muhammad_Hassam_Mirza","Muhammad Hassam Mirza",28,FALSE
"Muhammad_Mushtaq_Ahmed","Muhammad Mushtaq Ahmed",28,FALSE
"Muhammad_Rizwan","Muhammad Rizwan",240,TRUE
"Pir_Sadar_Uddin_Shah","Pir Sadar Uddin Shah",28,FALSE
"Rahila_Magsi","Rahila Magsi",28,FALSE
"Safdar_Ali_Abbasi","Safdar Ali Abbasi",28,FALSE
"Saira_Bano","Saira Bano",28,FALSE
"Shaheen_Khan","Shaheen Khan",28,FALSE
"Shaheena","Shaheena",28,FALSE
"Shaista_Ameer","Shaista Ameer",28,FALSE
"Shumaila","Shumaila",28,FALSE
"Syed_Ghous_Ali_Shah","Syed Ghous Ali Shah",593,TRUE
