"Candidate_ID","Closeness"
"Malik_Sultan_Mehmood_Wadhal_Tiwana",0.509080188679245
"Meer_Dost_Muhammad_Mazari",0.509080188679245
"Mehar_Abdul_Rashid_",0.509080188679245
"Mehboob_Ullah_Jan",0.509080188679245
"Mehkumuddin",0.509080188679245
"Mehmood_Hayat_Khan_Alias_Tochi_Khan",0.509080188679245
"Mehmood_Hayat_Khan_Tochi",0.509080188679245
"Mehmood_Hayyat_Khan_Alias_Tauchi_Khan",0.509080188679245
"Mehr_Ghulam_Farid_Kathia",0.509080188679245
"Mehr_Sultana",0.509080188679245
"Mehreen_Anwar_Raja",0.509080188679245
"Mian_Abdul_Haq_Alias_Mian_Mitho",0.509080188679245
"Mian_Abdul_Sattar",0.509080188679245
"Mian_Abdus_Sattar",0.509080188679245
"Mian_Aziz_Ur_Rehman_Chann",0.509080188679245
"Mian_Humayun_Sarwar_Bodla",0.509080188679245
"Mian_Jamshed-Ud-Din",0.509080188679245
"Mian_Manzoor_Ahmad_Khan_Wattoo",0.509080188679245
"Mian_Muhammad_Aslam_Arain",0.509080188679245
"Mian_Muzaffar_Shah",0.509080188679245
"Mian_Nasim_Mahmood_Hotiana",0.509080188679245
"Mian_Omer_Misbah-Ul-Rehman",0.509080188679245
"Mian_Rehman_Aziz_Chan",0.509080188679245
"Mian_Shamim_Haider",0.509080188679245
"Mian_Tariq_Habib_",0.509080188679245
"Mir_Aamir_Ali_Khan_Magsi",0.509080188679245
"Mir_Aijaz_Hussain_Jakhrani",0.509080188679245
"Mir_Amir_Ali_Khan_Magsi",0.509080188679245
"Mir_Changez_Khan_Jamali",0.509080188679245
"Mir_Ghulam_Ali_Talpur",0.509080188679245
"Mir_Ghulam_Fareed_Raisani",0.509080188679245
"Mir_Hazar_Khan_Bijarani_",0.509080188679245
"Mir_Imam_Bakhsh_Zahri",0.509080188679245
"Mir_Imran_Jattak",0.509080188679245
"Mir_Jan_Muhammad_Masuri",0.509080188679245
"Mir_Maqbool_Ahmed_Lehri",0.509080188679245
"Mir_Munawar_Ali_Talpur",0.509080188679245
"Mir_Shabbir_Ali_Bijarani",0.509080188679245
"Mirza_Ikhtiar_Baig",0.509080188679245
