"Candidate_ID","Degree"
"Raheela_Perveen",709
"Rai_Ghulam_Mujtaba_Kharal",709
"Rai_Ijaz_Ahmad_Khan",709
"Rais_Muhammad_Khalid_Chachar",709
"Raja_Faiz_Akbar_Janjuha",709
"Raja_Israr_Ahmed_Abbasi_Advocate",709
"Raja_Masood_Ahmad",709
"Raja_Muhammad_Afzal_Khan",709
"Raja_Muhammad_Iftikhar_Kayani",709
"Raja_Muhammad_Sana_Ul_Haq_Advocate",709
"Raja_Parvaiz_Ashraf",709
"Raja_Pervaiz_Ashraf",709
"Rajib_Ali",709
"Rameez_u_Din_Memon",709
"Rana_Abdul_Rehman_Khan",709
"Rana_Abdul_Shakoor_Khan",709
"Rana_Mahmood_Ashraf",709
"Rana_Mehmood_Ul_Hasan",709
"Rana_Mubashir_Ali_Khan",709
"Rana_Muhammad_Azhar_Uttra",709
"Rana_Muhammad_Farooq_Saeed_Khan",709
"Rana_Muhammad_Qasim_Noon",709
"Rao_Abdul_Ghaffar",709
"Rao_Muhammad_Jameel_Hashim_Khan",709
"Rao_Najeeb_Ur_Rehman",709
"Riaz_Hussain_Lund_Balouch",709
"Rizwan_Ahmad_Hans",709
"Roshan_Din_Junejo",709
"Rozi_Khan_Kakar",709
"Saathi_Ishaque_Advocate",709
"Sabar_Ali_Baloch",709
"Sabir_Ali_Baloch",709
"Sabir_Hussain",709
"Sadiq_Ali_Memon",709
"Saeed_Iqbal",709
"Saeed_Iqbal_",709
"Sajid_Ali_Bambhan",709
"Sajid_Ali_Banbhan",709
"Sajid_Hussain_Turi",709
"Sajjad_Ahmad_Awan_",709
"Sajjad_Ul_Hassan",709
"Sakhawat_Masih",709
"Salahuddin_Junejo",709
"Saleem_Mandviwala",709
"Saleem_Shah",709
"Saleem_Ullah_Khan",709
"Samina_Khalid_Ghurki",709
"Sardar_Ahmed_Khan_Alias_Fayyaz_Ali_Khan",709
"Sardar_Al-Haaj_Muhammad_Umar",709
"Sardar_Al_Haaj_Muhammmad_Umer_Gorgaij",709
"Sardar_Ali",709
"Sardar_Ali_Abbas_Khan_Baloch",709
"Sardar_Asif_Ahmad_Ali",709
"Sardar_Azhar_Ali_Mekan",709
"Sardar_Bahadur_Ahmad_Khan",709
"Sardar_Bahadur_Ahmed_Khan",709
"Sardar_Dost_Muhammad_Khan_Khosa",709
"Sardar_Jahazeb_Khan_Drishak_Almarof_Chand_Khan",709
"Sardar_Kamal_Khan_Chang",709
"Sardar_Khurram_Latif_Khan_Khosa",709
"Sardar_Khyzar_Hayat_Khan_Ladhu_Ka",709
"Sardar_Mir_Baz_Muhammad_Kha_Khetran",709
"Sardar_Mir_Baz_Muhammad_Khan_Khethran",709
"Sardar_Muhammad_Gulzar_Abbasi",709
"Sardar_Muhammad_Saif_Ud_Din_Khan_Khosa",709
"Sardar_Mushtaq_Ahmed",709
"Sardar_Nabil_Ahmed_Gabol",709
"Sardar_Saleem_Haider",709
"Sardar_Saleem_Haider_Khan",709
"Sardar_Sana_Ullah_Zehri",709
"Sardar_Shahnawaz_Khan",709
"Sardar_Shaukat_Hayat_Khan_Advocate",709
"Sardar_Shoaib_Mumtaz_Khan",709
"Sardar_Usman_Nawaz",709
"Sardar_Wahid_Bux_Bhayo",709
"Sardar_Wazir_Ahmed_Jogezai",709
"Sardar_Zafar_Ullah_Khan_Laghari",709
"Sarfaraz_Rajar",709
"Sarshar_Hassan_Cheema",709
"Sayed_Akhun_Zada_Chattan",709
"Shabbir_Ahmad_Khan_Leghari",709
"Shabir_Ahmed",709
"Shafeeqa_Baghum_Rao_Sikindar_Iqbal",709
"Shah_Fahad_Ansari",709
"Shah_Rehman",709
"Shahadat_Ali_Khan_Baloch",709
"Shaheem_Safdar",709
"Shaheen_Zamir",709
"Shaheryar_Khan",709
"Shahid_Abbas",709
"Shahid_Bashir",709
"Shahjahan_Ahmad_Bhatti",709
"Shahjahan_Baloch",709
"Shahrukh_Malik",709
"Shahzad_Majeed",709
"Shahzada_Ghulam_Muhyuddin",709
"Shakeel_Ahmed_",709
"Shamas-Un-Nisa",709
"Shams_Panhwar",709
"Shamshad_Sattar_Bachani",709
"Shamusddin_Panhwar",709
"Shaukat_Ali_Bajwa",709
"Shaukat_Pervez_Khan",709
"Shazia_Aurangzeb_Khan",709
"Shazia_Mari",709
"Shazia_Marri",709
"Shazia_Tehmas_Khan",709
"Shehryar_Amir_Zeb",709
"Sheikh_Kamran_Iqbal",709
"Sheikh_Muhammad_Iqbal",709
"Sheikh_Muhammad_Maghaz_Feroz",709
"Sheikh_Waqar_Ahmed_Advocate",709
"Sher_Muhammad_Balcoh",709
"Sher_Qanoos_Advocate",709
"Shiyam_Sundar_Advocate",709
"Shoaib_Alam_Khan",709
"Shoukat_Ali_Joya_Laleka",709
"Siddique_Akber",709
"Sidra_Saeed",709
"Sohail_Ansari",709
"Sohail_Shahzad",709
"Sumaira_Gul",709
"Sumaira_Mushtaq_Kharal",709
"Syed_Abbas_Raza_Rizvi",709
"Syed_Abdul_Qadir_Gillani",709
"Syed_Abid_Ali_Shah",709
"Syed_Abid_Hussain_Imam",709
"Syed_Abrar_Ali_Shah",709
"Syed_Ahmad_Ali_Shah",709
"Syed_Ahmad_Mujtaba_Gillani",709
"Syed_Akhunzada_Chattan",709
"Syed_Ali_Musa_Gillani",709
"Syed_Ali_Zawar_Naqvi",709
"Syed_Allauddin",709
"Syed_Ameer_Ali_Shah_Jamot",709
"Syed_Amir_Ali_Shah_Jamote",709
"Syed_Amir_Hamza_Peerzada",709
"Syed_Amjad_Hussain_Zaidi",709
"Syed_Anayat_Ali_Shah",709
"Syed_Asghar_Hussain",709
"Syed_Asif_Hashmi",709
"Syed_Ayaz_Ali_Shah_Sherazi",709
"Syed_Azmat_Ali_Bukhari_Advocate",709
"Syed_Faisal_Raza_Abidi",709
"Syed_Faqeer_Hussain_Shah",709
"Syed_Gayoor_Abbas_Bukhari_",709
"Syed_Ghayoor_Abbas_Bukhari",709
"Syed_Ghulam_Mustafa_Shah",709
"Syed_Ghulam_Mustafa_Shah_s_o_Syed_Sabbir_Ahmed_Shah",709
"Syed_Hamid_Saeed_Kazmi",709
"Syed_Hasnat_Ahmed",709
"Syed_Hussain_Tariq",709
"Syed_Ibne_Ali",709
"Syed_Intikhab_Hussain_Shah",709
"Syed_Irfan_Gardezi",709
"Syed_Ishtiaq_Ul_Hassan_Gilani",709
"Syed_Javed_Ali_Shah_Jillani",709
"Syed_Khursheed_Ahmed_Shah",709
"Syed_Manzoor_Abbas",709
"Syed_Mumtaz_Alam_Gillani",709
"Syed_Murtza_Mehmud",709
"Syed_Nasir_Ali_Shah_Alias_Syed_Abbas",709
"Syed_Naveed_Qamar",709
"Syed_Nayyer_Hussain_Bukhari",709
"Syed_Qutab_Ali_Shah_Alias_Ali_Baba",709
"Syed_Rafiullah",709
"Syed_Raza_Abbas",709
"Syed_Sabtul_Haider_Bukhari",709
"Syed_Sohail_Abidi",709
"Syed_Sohail_Abrar",709
"Syed_Sumsam_Ali_Shah_Bukhari",709
