"Candidate_ID","Degree","Betweenness","Closeness","Eigenvector","PageRank","Eccentricity"
"Mirza_Zulfiqar_Ahmed",0,0,NA,0,3.3112217304612e-05,0
"Nawab_Amber_Shahzada",2,0,1,3.43358811392463e-19,0.000220748115362919,1
"Nawab_Doctor_Amber_Shahzada",2,0,1,0,0.000220748115362787,1
"Nawab_Dr__Amber_Shehzada",2,0,1,3.43358811392463e-19,0.000220748115362641,1
"Noor_Hussain",2,0,1,1.03007643417739e-18,0.000220748115362919,1
"Rashida_Naeem",2,0,1,3.43358811392463e-19,0.000220748115362787,1
"Waqar_Ahmed",2,0,1,0,0.000220748115362641,1
"Ehsaamuddin",0,0,NA,0,3.3112217304612e-05,0
"Arslan_Khan_Manj",4,0,0.315293602103418,1.35231377820639e-05,9.56838845569021e-05,6
"Ghulam_Mustafa",202,29733.4273293888,0.460283612325408,0.00956500576920467,0.000373864177820894,5
"Mirza_Tariq_Mehmood",4,0,0.315293602103418,1.35231377820632e-05,9.56838845569009e-05,6
"Muhammad_Ali_Khan_Yousafzai",4,0,0.315293602103418,1.35231377820639e-05,9.56838845569003e-05,6
"Muhammad_Amin_Watoo",4,0,0.315293602103418,1.35231377820632e-05,9.56838845568996e-05,6
"Muhammad_Kashif",566,0,0.484947202875758,0.0498930009049321,0.000241262968025803,4
"Syed_Muhammad_Hussain",0,0,NA,0,3.3112217304612e-05,0
"Sadeed_Anver_Malik_Kashir",1,0,1,0,0.000220748115363124,1
"Zain_Ul_Abideen",1,0,1,0,0.000220748115362956,1
"Rana_Muhammad_Ali",0,0,NA,0,3.3112217304612e-05,0
"Abdul_Majeed",120,9912.40362901741,0.417666408668731,0.00170218227389328,0.000301000044061436,5
"Akhtar_Nawaz_Faisal_Daryana",75,0,0.370557939914163,0.000203959737439842,0.000179025032682286,5
"Amoon_Pasha",75,0,0.370557939914163,0.000203959737439842,0.000179025032682285,5
"Arshad_Ali",75,0,0.370557939914163,0.000203959737439842,0.000179025032682285,5
"Asghar_Abbas",75,0,0.370557939914163,0.000203959737439831,0.000179025032682284,5
"Ashar_Jahangir",75,0,0.370557939914163,0.000203959737439853,0.000179025032682283,5
"Babar_Ali",161,18693.6797622919,0.440285568587455,0.00200501097707761,0.000331439701712589,5
"Ch__Muhamamd_Ilyas",75,0,0.370557939914163,0.000203959737439853,0.000179025032682282,5
"Ch_Ghulam_Dastageer",75,0,0.370557939914163,0.000203959737439842,0.000179025032682281,5
"Chaudhary_Tanveer_Ahmed_Advocate",75,0,0.370557939914163,0.000203959737439831,0.00017902503268228,5
"Choudhry_Gulzar_Hussain_Gohar_Advocate",75,0,0.370557939914163,0.000203959737439831,0.000179025032682279,5
"Dilshad_Rind",75,0,0.370557939914163,0.000203959737439831,0.000179025032682279,5
"Farid_Ullah_Bazai",75,0,0.370557939914163,0.000203959737439831,0.000179025032682278,5
"Ghulam_Haider",299,51725.9206761813,0.482184742544399,0.00962942254695571,0.000355710339674882,4
"Ghulam_Qadir_Bajwa",75,0,0.370557939914163,0.000203959737439842,0.000179025032682277,5
"Haji_Rashid_Ahmed_Khan_Rana",75,0,0.370557939914163,0.000203959737439831,0.000179025032682276,5
"Hizbullah",183,14575.039679462,0.374025298908335,0.000367389458072022,0.000340262192519178,5
"Iftikhar_Ud_Din",75,0,0.370557939914163,0.00020395973743982,0.000179025032682274,5
"Israr_Ahmad_Chishti_Advocate",75,0,0.370557939914163,0.00020395973743982,0.000179025032682273,5
"Jawaid_Ahmed_Khan",75,0,0.370557939914163,0.000203959737439864,0.000179025032682273,5
"Khalid_Ibrar",75,0,0.370557939914163,0.000203959737439853,0.000179025032682272,5
"Makhdeem_Syed_Zahid_Hussain",75,0,0.370557939914163,0.000203959737439842,0.000179025032682271,5
"Makhodzada_Syed_Hasan_Raza_Gillini",75,0,0.370557939914163,0.000203959737439842,0.00017902503268227,5
"Malik_Azhar_Mehmood",75,0,0.370557939914163,0.000203959737439853,0.00017902503268227,5
"Malik_Fakhar_Iqbal_Wattoo",75,0,0.370557939914163,0.000203959737439853,0.000179025032682269,5
"Malik_Hamid_Mehmood",75,0,0.370557939914163,0.000203959737439809,0.000179025032682268,5
"Malik_Muhammad_Iqbal_Jora",75,0,0.370557939914163,0.000203959737439809,0.000179025032682267,5
"Malik_Muhammad_Siddique_Advocate",75,0,0.370557939914163,0.000203959737439864,0.000179025032682267,5
"Malik_Nisar_Ahmad_Thind",75,0,0.370557939914163,0.000203959737439831,0.000179025032682266,5
"Malik_Shamriz_Awan",75,0,0.370557939914163,0.00020395973743982,0.000179025032682265,5
"Malik_Zia_Ul_Haque_Tiwana",75,0,0.370557939914163,0.000203959737439831,0.000179025032682264,5
"Mashood_Ahsan_Gill",75,0,0.370557939914163,0.000203959737439842,0.000179025032682263,5
"Mian_Nadeem_Ahmed_Saleemi",75,0,0.370557939914163,0.000203959737439842,0.000179025032682263,5
"Mirza_Bilal_Baig",75,0,0.370557939914163,0.000203959737439853,0.000179025032682262,5
"Mohammad_Sharif_Rind",75,0,0.370557939914163,0.000203959737439842,0.000179025032682261,5
"Muhammad_Amjad",264,66532.3157998991,0.478497007315451,0.00455532267595254,0.000454106737778179,5
"Muhammad_Asim_Ishtiaq",75,0,0.370557939914163,0.000203959737439853,0.000179025032682259,5
"Muhammad_Ghufran_Rajput",75,0,0.370557939914163,0.000203959737439853,0.000179025032682259,5
"Muhammad_Khaliq_Siddique",75,0,0.370557939914163,0.000203959737439842,0.000179025032682258,5
"Muhammad_Naseer",75,0,0.370557939914163,0.000203959737439842,0.000179025032682257,5
"Muhammad_Nisar_Butt",75,0,0.370557939914163,0.000203959737439831,0.000179025032682256,5
"Muhammad_Sharif_Noori",75,0,0.370557939914163,0.000203959737439842,0.000179025032682255,5
"Muhammad_Zeb",75,0,0.370557939914163,0.00020395973743982,0.000179025032682254,5
"Mushtaq_Ahmed_Khan_Mughal",75,0,0.370557939914163,0.000203959737439831,0.000179025032682253,5
"Nadir_Khan",75,0,0.370557939914163,0.000203959737439831,0.000179025032682253,5
"Nasar_Ullah_Khan_Jarral",75,0,0.370557939914163,0.000203959737439842,0.000179025032682252,5
"Paras_Shah",75,0,0.370557939914163,0.000203959737439842,0.000179025032682251,5
"Qaiser_Nawaz_Khan_Babar",75,0,0.370557939914163,0.000203959737439831,0.00017902503268225,5
"Qasim_Ali",75,0,0.370557939914163,0.000203959737439842,0.000179025032682249,5
"Raja_Amir_Rasheed",75,0,0.370557939914163,0.000203959737439875,0.000179025032682248,5
"Rana_Arshad_Saeed_Khan",75,0,0.370557939914163,0.000203959737439864,0.000179025032682248,5
"Riaz_Ahmad",75,0,0.370557939914163,0.000203959737439853,0.000179025032682247,5
"Riaz_Hussain_Sewag",75,0,0.370557939914163,0.000203959737439853,0.000179025032682246,5
"Sahibzada_Ahmed_Raza_Khan_Qasoori",75,0,0.370557939914163,0.000203959737439842,0.000179025032682245,5
"Saira_Goga_Daughter_of_Goga_Pehalwan",75,0,0.370557939914163,0.000203959737439842,0.000179025032682244,5
"Saqlain_Abbas_Bangash",75,0,0.370557939914163,0.000203959737439853,0.000179025032682243,5
"Saradar_Sikandar_Hayat_Khan_Goopang",75,0,0.370557939914163,0.00020395973743982,0.000179025032682242,5
"Sardar_Ghulam_Mustafa",75,0,0.370557939914163,0.000203959737439831,0.000179025032682241,5
"Sardar_Ghulam_Mustafa_Khaskheli",640,66352.1684983573,0.501743375174338,0.0499564966270351,0.000388021033181448,4
"Sarmir_Khan",75,0,0.370557939914163,0.000203959737439842,0.000179025032682239,5
"Shafiur_Rahman",75,0,0.370557939914163,0.000203959737439853,0.000179025032682238,5
"Shaheen_Munawer",75,0,0.370557939914163,0.000203959737439853,0.000179025032682237,5
"Shoaib_Khaskhali",75,0,0.370557939914163,0.000203959737439831,0.000179025032682236,5
"Syed_Adnan_Haider_Jafri",75,0,0.370557939914163,0.000203959737439831,0.000179025032682235,5
"Syed_Ali_Abbas_Kazmi",75,0,0.370557939914163,0.000203959737439831,0.000179025032682234,5
"Syed_Imran_Sultan",75,0,0.370557939914163,0.000203959737439831,0.000179025032682233,5
"Syed_Marghoob_Hussain_Abdi",75,0,0.370557939914163,0.000203959737439853,0.000179025032682232,5
"Syed_Mukhtar_Hussain_Shah",640,66352.1684983573,0.501743375174338,0.049956496627035,0.000388021033181446,4
"Syed_Naveed_Ali_Shah",75,0,0.370557939914163,0.000203959737439842,0.000179025032682231,5
"Syed_Sajjad_Hussain_Shah_Kazmi",75,0,0.370557939914163,0.000203959737439842,0.000179025032682231,5
"Syed_Zakir_Shah",75,0,0.370557939914163,0.000203959737439842,0.00017902503268223,5
"Tayyaba_Zameer",75,0,0.370557939914163,0.00020395973743982,0.000179025032682229,5
"Waheed_Ahmad",304,46994.1309481871,0.487906871609403,0.0130363415876886,0.000360073169305274,4
"Waheed_Depal",75,0,0.370557939914163,0.00020395973743982,0.000179025032682228,5
"Waseem_Akhter_Raja",75,0,0.370557939914163,0.000203959737439809,0.000179025032682227,5
"Yar_Badshah",75,0,0.370557939914163,0.000203959737439831,0.000179025032682226,5
"Mian_Saghir_Ahmed_Malvi",0,0,NA,0,3.3112217304612e-05,0
"Muhammad_Naseem_Sadiq",0,0,NA,0,3.3112217304612e-05,0
"Sheikh_Rasheed_Ahmed",245,4316.00000000001,0.438007305194805,0.00770594422511492,0.00023205821881673,4
"Sheikh_Rashid_Shafiq",1,0,0.304614733276884,1.08487564270396e-05,3.39173172474448e-05,5
"Abdul_Matin_Khan",148,0,0.412912482065997,0.0054697070493179,0.000193734531487724,5
"Abdul_Qayyum",534,77392.0894385582,0.508061668824291,0.0261384252242288,0.000520323729510543,4
"Abdul_Rasheed_Nasir",148,0,0.412912482065997,0.0054697070493179,0.000193734531487723,5
"Abdul_Rashid",376,38484.0851703099,0.49382292381606,0.0182580009060766,0.000373363638408826,4
"Abdul_Rauf",452,69376.7348199731,0.487081123772989,0.0162076504520272,0.00049770900202251,5
"Abdul_Rehman_Khan_Yousufzai",148,0,0.412912482065997,0.00546970704931792,0.000193734531487721,5
"Abdur_Rauf",148,0,0.412912482065997,0.00546970704931788,0.000193734531487721,5
"Ahmad_Ali",148,0,0.412912482065997,0.00546970704931797,0.00019373453148772,5
"Ahmad_Khan",148,0,0.412912482065997,0.00546970704931786,0.000193734531487719,5
"Ahmadullah",148,0,0.412912482065997,0.00546970704931788,0.000193734531487718,5
"Ahmed_Zaman",148,0,0.412912482065997,0.00546970704931792,0.000193734531487718,5
"Aimal_Wali_Khan",148,0,0.412912482065997,0.0054697070493179,0.000193734531487717,5
"Alhaj_Ghulam_Ahmad_Bilour",148,0,0.412912482065997,0.00546970704931792,0.000193734531487716,5
"Aman_Masood",148,0,0.412912482065997,0.0054697070493179,0.000193734531487715,5
"Ameer_Haider_Azam_Khan",148,0,0.412912482065997,0.00546970704931788,0.000193734531487715,5
"Amir_Haider_Khan",148,0,0.412912482065997,0.00546970704931794,0.000193734531487714,5
"Amir_Nawab",148,0,0.412912482065997,0.00546970704931794,0.000193734531487713,5
"Anwar_Zaib",148,0,0.412912482065997,0.00546970704931788,0.000193734531487712,5
"Arbab_Inam_Ullah_Khan",148,0,0.412912482065997,0.0054697070493179,0.000193734531487712,5
"Arbab_Mohammad_Ayub_Jan",148,0,0.412912482065997,0.00546970704931788,0.000193734531487711,5
"Arbab_Muhammad_Zahir_Khan",148,0,0.412912482065997,0.0054697070493179,0.00019373453148771,5
"Arbab_Najeeb_Ullah_Khan",148,0,0.412912482065997,0.00546970704931786,0.000193734531487709,5
"Arbab_Najeeb_Ullah_Khan_Khalil",148,0,0.412912482065997,0.00546970704931792,0.000193734531487709,5
"Arshad_Mansoor_Shah",148,0,0.412912482065997,0.00546970704931786,0.000193734531487708,5
"Arshad_Sohail",148,0,0.412912482065997,0.00546970704931792,0.000193734531487707,5
"Asfandiyar_Wali_Khan",148,0,0.412912482065997,0.00546970704931786,0.000193734531487706,5
"Asfandyar_Wali_Khan",148,0,0.412912482065997,0.0054697070493179,0.000193734531487706,5
"Asghar_Khan",148,0,0.412912482065997,0.00546970704931788,0.000193734531487705,5
"Ashraf_Ullah",148,0,0.412912482065997,0.00546970704931788,0.000193734531487704,5
"Asif_Ali",148,0,0.412912482065997,0.00546970704931794,0.000193734531487703,5
"Aurang_Zeb_Khan",634,52988.5571773152,0.499363794100636,0.0698183733002068,0.000393194824656114,4
"Aziz_Ur_Rehman",1010,96949.2162564384,0.526399219607365,0.950039129396942,0.000560274675563513,4
"Bahadar_Khan",148,0,0.412912482065997,0.00546970704931788,0.000193734531487701,5
"Bashir_Khan_Umerzai",148,0,0.412912482065997,0.0054697070493179,0.0001937345314877,5
"Bismillah_Jan",148,0,0.412912482065997,0.00546970704931794,0.000193734531487699,5
"Bismillah_Jan_Luni",148,0,0.412912482065997,0.00546970704931792,0.000193734531487699,5
"Ch__Ghulam_Mustafa",148,0,0.412912482065997,0.00546970704931792,0.000193734531487698,5
"Dost_Muhammad",148,0,0.412912482065997,0.00546970704931794,0.000193734531487697,5
"Doulat_Ali",148,0,0.412912482065997,0.0054697070493179,0.000193734531487696,5
"Dr_Sherbaz_Khan",148,0,0.412912482065997,0.00546970704931788,0.000193734531487696,5
"Engineer_Noor_Ahmed_Khan",148,0,0.412912482065997,0.00546970704931786,0.000193734531487695,5
"Faisal_Imran_Khan_Niazi",148,0,0.412912482065997,0.00546970704931786,0.000193734531487694,5
"Farid_Ullah_Dumar",148,0,0.412912482065997,0.00546970704931794,0.000193734531487693,5
"Gul_Afzal",148,0,0.412912482065997,0.0054697070493179,0.000193734531487692,5
"Habib_Ullah_Khan",148,0,0.412912482065997,0.00546970704931792,0.000193734531487692,5
"Hafiz_Zardullah_Khan_Hassan_Zai_",148,0,0.412912482065997,0.00546970704931788,0.000193734531487691,5
"Haji_Ghulam_Ahmad_Bilour",148,0,0.412912482065997,0.00546970704931788,0.00019373453148769,5
"Haji_Naseem-Ur-Rehman",148,0,0.412912482065997,0.00546970704931792,0.000193734531487689,5
"Haji_Nizamuddin_Kakar",148,0,0.412912482065997,0.0054697070493179,0.000193734531487688,5
"Haji_Rehmanullah",148,0,0.412912482065997,0.00546970704931797,0.000193734531487688,5
"Hameed_Ullah",148,0,0.412912482065997,0.00546970704931792,0.000193734531487687,5
"Hamid_Khan_Toofan",148,0,0.412912482065997,0.0054697070493179,0.000193734531487686,5
"Hamidullah_Khan",148,0,0.412912482065997,0.00546970704931792,0.000193734531487685,5
"Imtiaz_Hussain",551,45606.6786150758,0.498902114873454,0.0360300580508,0.000394332988658295,4
"Inayat_Khan",148,0,0.412912482065997,0.0054697070493179,0.000193734531487684,5
"Iqbal_Zaib_Khan",148,0,0.412912482065997,0.00546970704931792,0.000193734531487683,5
"Irfan_Ali",148,0,0.412912482065997,0.00546970704931794,0.000193734531487682,5
"Irshad_Khan",148,0,0.412912482065997,0.0054697070493179,0.000193734531487681,5
"Jumma_Khan_Babar",148,0,0.412912482065997,0.0054697070493179,0.00019373453148768,5
